deputat,tvo,winner,likelihood,proposed,fraction,age,gender,spread
Мельник Ростислав Леонідович,116,0,0.182665675431824,слуга народу,NA,41,M,0
Подоляк Ірина Ігорівна,116,0,0.132192780787171,самопоміч,політичної партії обєднання самопоміч,52,F,-0.0504728946446532
Юринець Оксана Василівна,117,1,0.567431149668809,БПП,БПП,41,F,0.373750250523317
Фединяк Роман Анатолійович,117,0,0.193680899145492,слуга народу,NA,24,M,0
Рущишин Ярослав Іванович,117,0,0.149777567187182,голос,NA,52,M,-0.0439033319583097
Дубневич Богдан Васильович,118,1,0.612733275301692,БПП,БПП,57,M,0.473270171281293
Федецький Артем Андрійович,118,0,0.139463104020399,слуга народу,NA,34,M,0
Васильченко Галина Іванівна,118,0,0.123897925632528,голос,NA,36,F,-0.0155651783878707
Бондар Михайло Леонтійович,119,1,0.666563885786691,європейська солідарність,політичної партії народний фронт,46,M,0.563812134808534
Шиба Олег Ярославович,119,0,0.102751750978157,голос,NA,44,M,0
Андрущенко Андрій Олександрович,119,0,0.0818724618178221,громадянська позиція,NA,40,M,-0.0208792891603346
Дубневич Ярослав Васильович,120,1,0.57310432910709,БПП,БПП,50,M,0.328309491192628
Елейко Тарас Васильович,120,0,0.244794837914462,голос,NA,46,M,0
Леонов Едуард Володимирович,120,0,0.0835042881206624,свобода,NA,45,M,-0.1612905497938
Задорожний Михайло Леонович,121,1,0.401317917415249,європейська солідарність,NA,53,M,0.0354375897906738
Матківський Богдан Миронович,121,0,0.365880327624575,громадянська позиція,NA,39,M,0
Огньов Дмитро Володимирович,121,0,0.0885989745810442,голос,NA,44,M,-0.277281353043531
Самардак Ігор Степанович,122,1,0.444506036962793,європейська солідарність,NA,38,M,0.207664202909173
Рибчинський Євген Юрійович,122,0,0.23684183405362,батьківщина,політичної партії всеукраїнське обєднання батьківщина у верховній раді україни,50,M,0
Шумський Андрій Миколайович,122,0,0.181893393745896,слуга народу,NA,41,M,-0.0549484403077238
Батенко Тарас Іванович,123,1,0.394885779519996,БПП,"Член депутатської фракції ПАРТІЇ ""БПП""",45,M,0.0410017421442503
Дуда Олег Романович,123,0,0.353884037375746,європейська солідарність,NA,43,M,0
Чолій Тарас Богданович,123,0,0.161446373970198,голос,NA,41,M,-0.192437663405547
Семерак Остап Михайлович,124,1,0.390853373456145,БПП,"Член депутатської фракції ПАРТІЇ ""БПП""",47,M,0.0948826773354387
Мусій Олег Степанович,124,0,0.295970696120706,громадянська позиція,NA,54,M,0
Ведровська Валентина Валентинівна,124,0,0.124024979264859,голос,NA,28,F,-0.171945716855848
Лопушанський Андрій Ярославович,125,1,0.637142255165067,БПП,БПП,57,M,0.498302757577728
Яворський Микола Миколайович,125,0,0.138839497587339,слуга народу,NA,38,M,0
Качмарик Ярослав Дмитрович,125,0,0.0801348337668884,батьківщина,NA,57,M,-0.0587046638204508
Кіт Андрій Богданович,126,1,0.618944544887529,БПП,БПП,48,M,0.447901046269191
Гаврон Володимир Іванович,126,0,0.171043498618338,голос,NA,42,M,0
Наконечний Володимир Михайлович,126,0,0.0982880907852023,слуга народу,NA,37,M,-0.0727554078331358
Пасічний Олександр Станіславович,127,1,0.545393367672311,слуга народу,NA,47,M,0.120611959937658
Козир Борис Юрійович,127,0,0.424781407734653,БПП,БПП,44,M,0
Петров Олег Дмитрович,127,0,0.0114181956504217,європейська солідарність,NA,38,M,-0.413363212084231
Ільюк Артем Олександрович,128,1,0.49267243491428,відродження,відродження,40,M,0.0113533680078691
Гайду Олександр Васильович,128,0,0.48131906690641,слуга народу,NA,43,M,0
Дворник Анатолій Анатолійович,128,0,0.0103714168330868,опозиційна платформа за життя,NA,43,M,-0.470947650073324
Копитін Ігор Володимирович,129,1,0.508561523024328,слуга народу,NA,38,M,0.051478083891908
Жолобецький Олександр Олександрович,129,0,0.45708343913242,БПП,БПП,53,M,0
Горбатко Іван Геннадійович,129,0,0.0146026993967642,європейська солідарність,NA,23,M,-0.442480739735656
Негулевський Ігор Петрович,130,1,0.392450698276162,слуга народу,NA,36,M,0.0537253504429875
Вадатурський Андрій Олексійович,130,0,0.338725347833175,БПП,БПП,46,M,0
Бриченко Ігор Віталійович,130,0,0.248485675434175,народний фронт,політичної партії народний фронт,49,M,-0.0902396723989995
Чорноморов Артем Олегович,131,1,0.460043721723954,слуга народу,NA,31,M,0.0166035753909798
Лівік Олександр Петрович,131,0,0.443440146332974,БПП,БПП,49,M,0
Танасов Сергій Іванович,131,0,0.0812507819632563,європейська солідарність,NA,35,M,-0.362189364369718
Дирдін Максим Євгенович,132,1,0.616861988548105,слуга народу,NA,37,M,0.275098940334685
Підберезняк Вадим Іванович,132,0,0.341763048213421,народний фронт,політичної партії народний фронт,47,M,0
Головчанський Андрій Всеволодович,132,0,0.0224343135541181,опозиційна платформа за життя,NA,41,M,-0.319328734659303
Дмитрук Артем Геннадійович,133,1,0.793008371593585,слуга народу,NA,26,M,0.760137574433502
Кириленко Павло Веніамінович,133,0,0.0755084397660813,свобода,NA,43,M,0.0426376426059978
Баранський Ігор Станіславович,133,0,0.0328707971600834,unaffiliated,NA,40,M,0
Берендєєв Іван Вікторович,133,0,0.0328707971600834,unaffiliated,NA,41,M,0
Вершигора Михайло Олександрович,133,0,0.0328707971600834,unaffiliated,NA,41,M,0
Танцюра Дмитро Миколайович,133,0,0.0328707971600834,unaffiliated,NA,41,M,0
Чекіта Геннадій Леонідович,134,1,0.681832251604891,БПП,БПП,53,M,0.478171154609352
Колєв Олег Вікторович,134,0,0.203661096995539,слуга народу,NA,46,M,0
Червоненко Євген Альфредович,134,0,0.0799940720944965,unaffiliated,NA,60,M,-0.123667024901042
Леонов Олексій Олександрович,135,1,0.479028271678216,слуга народу,NA,36,M,0.0361070030356087
Ківалов Сергій Васильович,135,0,0.442921268642607,опозиційний блок,політичної партії опозиційний блок у верховній раді україни восьмого скликання,65,M,0
Березовський Андрій Андрійович,135,0,0.0292950625327999,громадянська позиція,NA,43,M,-0.413626206109807
Голубов Дмитро Іванович,136,1,0.638365392791037,БПП,БПП,36,M,0.312611080513918
Горенюк Олександр Олександрович,136,0,0.325754312277119,слуга народу,NA,28,M,0
Терешонков Віталій Володимирович,136,0,0.0141795305013166,unaffiliated,NA,32,M,-0.311574781775803
Гончаренко Олексій Олексійович,137,1,0.448293758252222,БПП,БПП,39,M,0.190603771393887
Клімов Леонід Михайлович,137,0,0.257689986858335,відродження,відродження,66,M,0
Муконін Олександр Вікторович,137,0,0.244557360311425,слуга народу,NA,43,M,-0.0131326265469104
Фурсін Іван Геннадійович,138,1,0.642205007730974,воля народу,воля народу,48,M,0.319328500866803
Чернявський Степан Миколайович,138,0,0.322876506864171,слуга народу,NA,46,M,0
Полюганіч Ольга Василівна,138,0,0.0150811559250013,батьківщина,NA,50,F,-0.30779535093917
Пресман Олександр Семенович,139,1,0.614275386202176,відродження,відродження,58,M,0.283106724963628
Васильковський Ігор Ігорович,139,0,0.331168661238548,слуга народу,NA,34,M,0
Слідзюк Володимир Володимирович,139,0,0.0242283813256196,голос,NA,38,M,-0.306940279912929
Гуляєв Василь Олександрович,140,1,0.628140701418777,відродження,відродження,56,M,0.325712938886555
Колебошин Сергій Валерійович,140,0,0.302427762532222,слуга народу,NA,42,M,0
Ткач Дмитро Володимирович,140,0,0.0337457676501253,голос,NA,39,M,-0.268681994882096
Барвіненко Віталій Дмитрович,141,1,0.646399196960764,відродження,відродження,38,M,0.389377315280391
Ткаченко Олександр Михайлович,141,0,0.257021881680373,слуга народу,NA,35,M,0
Резніченко Василь Іванович,141,0,0.0652420463324637,unaffiliated,NA,39,M,-0.191779835347909
Кіссе Антон Іванович,142,1,0.409450300285919,відродження,відродження,61,M,0.0358293429524646
Плохой Руслан Ігорович,142,0,0.373620957333454,слуга народу,NA,28,M,0
Димитрієв Сергій Гаврилович,142,0,0.160411376747155,опозиційна платформа за життя,NA,41,M,-0.213209580586299
Куртєв Віктор Владиславович,143,1,0.78464027016813,слуга народу,NA,40,M,0.719459630967113
Урбанський Анатолій Ігорович,143,0,0.0651806392010173,unaffiliated,NA,44,M,0
Стоянова Алла Андріївна,143,0,0.0639562591441964,батьківщина,NA,40,F,-0.00122438005682089
Каплін Сергій Миколайович,144,1,0.476598328440235,БПП,"Член депутатської фракції ПАРТІЇ ""БПП""",40,M,0.0115603386409626
Нальотов Дмитро Олександрович,144,0,0.465037989799273,слуга народу,NA,34,M,0
Бублик Олександр Васильович,144,0,0.0285732480534669,unaffiliated,NA,39,M,-0.436464741745806
Боблях Андрій Ростиславович,145,1,0.445078127871005,слуга народу,NA,34,M,0.0245207399930903
Бублик Юрій Васильович,145,0,0.420557387877914,БПП,"Член депутатської фракції ПАРТІЇ ""БПП""",46,M,0
Ніколаєнко Євген Анатолійович,145,0,0.0720431257214246,європейська солідарність,NA,40,M,-0.34851426215649
Урін Фелікс Олександрович,146,1,0.505182920544447,слуга народу,NA,35,M,0.0380944334912726
Шаповалов Юрій Анатолійович,146,0,0.467088487053174,відродження,відродження,47,M,0
Музика Геннадій Михайлович,146,0,0.0102940556399244,unaffiliated,NA,49,M,-0.45679443141325
Кулініч Олег Іванович,147,1,0.367823961800409,відродження,відродження,53,M,0.00500134466982416
Дудник Сергій Сергійович,147,0,0.362822617130585,слуга народу,NA,29,M,0
Кишкар Павло Миколайович,147,0,0.183669640106289,народний рух україни,NA,39,M,-0.179152977024297
Іщейкін Костянтин Євгенович,148,1,0.759329239670487,БПП,БПП,44,M,0.564273622206077
Ляшенко Анастасія Олексіївна,148,0,0.19505561746441,слуга народу,NA,33,F,0
Карпець Іван Іванович,148,0,0.0163803530534706,unaffiliated,NA,52,M,-0.178675264410939
Касай Костянтин Іванович,149,1,0.358284363602641,слуга народу,NA,40,M,0.0656005232003726
Река Андрій Олександрович,149,0,0.292683840402268,народний фронт,політичної партії народний фронт,66,M,0
Вітко Артем Леонідович,149,0,0.291410479086384,радикальна партія,радикальної партії олега ляшка,36,M,-0.00127336131588457
Мовчан Олексій Васильович,150,1,0.493255017890817,слуга народу,NA,25,M,0.0654540597436802
Жеваго Костянтин Валентинович,150,0,0.427800958147137,БПП,"Член депутатської фракції ПАРТІЇ ""БПП""",45,M,0
Гуйда Оксана Анатоліївна,150,0,0.0355766887820372,голос,NA,47,F,-0.3922242693651
Кривенко Віктор Миколайович,151,1,0.449577610630513,БПП,"Член депутатської фракції ПАРТІЇ ""БПП""",37,M,0.132724969065504
Богдан Руслан Дмитрович,151,0,0.31685264156501,батьківщина,політичної партії всеукраїнське обєднання батьківщина у верховній раді україни,47,M,0
Березін Максим Юрійович,151,0,0.198442482628944,слуга народу,NA,35,M,-0.118410158936065
Ковальчук Олександр Володимирович,152,1,0.542473897353171,слуга народу,NA,45,M,0.141458157109174
Осуховський Олег Іванович,152,0,0.401015740243997,свобода,NA,41,M,0
Муляренко Олексій Віталійович,152,0,0.0229348925883217,unaffiliated,NA,43,M,-0.378080847655675
Вознюк Юрій Володимирович,153,1,0.561358232980646,народний фронт,політичної партії народний фронт,39,M,0.201502103761206
Іванісов Роман Валерійович,153,0,0.35985612921944,слуга народу,NA,41,M,0
Ундір Віталій Олександрович,153,0,0.0670648864240809,європейська солідарність,NA,39,M,-0.292791242795359
Дехтярчук Олександр Володимирович,154,1,0.475117685250933,БПП,БПП,48,M,0.109963278503916
Луценко Ігор Вікторович,154,0,0.365154406747017,батьківщина,політичної партії всеукраїнське обєднання батьківщина у верховній раді україни,41,M,0
Аліксійчук Олександр Васильович,154,0,0.147464503959755,слуга народу,NA,38,M,-0.217689902787262
Яніцький Василь Петрович,155,1,0.533324442271465,БПП,БПП,46,M,0.304249997341496
Войціцька Вікторія Михайлівна,155,0,0.229074444929969,голос,політичної партії обєднання самопоміч,45,F,0
Рашовський Володимир Володимирович,155,0,0.22093551510212,слуга народу,NA,45,M,-0.00813892982784922
Литвиненко Сергій Анатолійович,156,1,0.871085085476523,слуга народу,NA,51,M,0.8278599699105
Данильчук Олександр Юрійович,156,0,0.0432251155660223,unaffiliated,NA,60,M,0
Пехотін Андрій Васильович,156,0,0.0378563406865066,голос,NA,32,M,-0.00536877487951577
Медуниця Олег Вячеславович,157,1,0.480443550082015,народний фронт,політичної партії народний фронт,48,M,0.0698570118666449
Рябуха Тетяна Василівна,157,0,0.41058653821537,слуга народу,NA,35,F,0
Чмирь Юрій Павлович,157,0,0.0448687204980024,unaffiliated,NA,47,M,-0.365717817717367
Васильєв Ігор Сергійович,158,1,0.491503366681914,слуга народу,NA,35,M,0.0635897319927988
Сугоняко Олександр Леонідович,158,0,0.427913634689115,БПП,БПП,61,M,0
Оскер Олексій Генріхович,158,0,0.0367689646468606,unaffiliated,NA,34,M,-0.391144670042254
Деркач Андрій Леонідович,159,1,0.549877068916398,БПП,"Член депутатської фракції ПАРТІЇ ""БПП""",52,M,0.177974120904157
Шевченко Дмитро Станіславович СН,159,0,0.37190294801224,слуга народу,NA,42,M,0
Козлов Роман Євгенович,159,0,0.0322427194324224,удар,NA,37,M,-0.339660228579818
Молоток Ігор Федорович,160,1,0.506202605358648,воля народу,воля народу,52,M,0.0864949869614944
Сахнюк Тетяна Володимирівна,160,0,0.419707618397154,слуга народу,NA,23,F,0
Пилипейко Володимир Юрійович,160,0,0.038602486962058,опозиційна платформа за життя,NA,39,M,-0.381105131435096
Гузенко Максим Васильович,161,1,0.517420371954932,слуга народу,NA,38,M,0.313277998509316
Свирид Анатолій Олексійович,161,0,0.204142373445617,БПП,"Член депутатської фракції ПАРТІЇ ""БПП""",41,M,0
Пашко Олександр Сергійович,161,0,0.136165454811352,unaffiliated,NA,34,M,-0.0679769186342648
Задорожній Микола Миколайович,162,1,0.847799489859193,слуга народу,NA,35,M,0.784813358920227
Лозовий Іван Іванович,162,0,0.0629861309389668,unaffiliated,NA,58,M,0
Гавриленко Сергій Анатолійович,162,0,0.0337663128479592,unaffiliated,NA,39,M,-0.0292198180910076
Барна Степан Степанович,163,1,0.429440614343649,європейська солідарність,NA,40,M,0.167202577429379
Пастух Тарас Тимофійович,163,0,0.262238036914271,самопоміч,політичної партії обєднання самопоміч,41,M,0
Богданець Андрій Володимирович,163,0,0.201317232899831,слуга народу,NA,36,M,-0.0609208040144392
Головко Михайло Йосифович,164,1,0.448218583114572,свобода,NA,36,M,0.0262720041113736
Василів Ігор Володимирович,164,0,0.421946579003198,слуга народу,NA,40,M,0
Чоботарь Валерій Георгійович,164,0,0.0858389568591799,європейська солідарність,NA,43,M,-0.336107622144019
Юрик Тарас Зіновійович,165,1,0.676728889760297,європейська солідарність,БПП,39,M,0.494814236484239
Репела Петро Йосипович,165,0,0.181914653276058,батьківщина,NA,49,M,0
Кісілевич Володимир Володимирович,165,0,0.100337494590337,слуга народу,NA,25,M,-0.081577158685721
Люшняк Микола Володимирович,166,1,0.643738666150203,БПП,БПП,45,M,0.487677705562844
Сопель Ігор Михайлович,166,0,0.156060960587359,слуга народу,NA,45,M,0
Бліхар Володимир Васильович,166,0,0.119357726060687,батьківщина,NA,40,M,-0.0367032345266717
Барна Олег Степанович,167,1,0.596877292950691,європейська солідарність,БПП,52,M,0.34761403983008
Гевко Володимир Леонідович,167,0,0.249263253120611,слуга народу,NA,44,M,0
Сиротюк Олег Мирославович,167,0,0.0872302621715748,свобода,NA,41,M,-0.162032990949036
Писаренко Валерій Володимирович,168,1,0.619088426542606,відродження,відродження,39,M,0.266940227695526
Мезенцева Марія Сергіївна,168,0,0.35214819884708,слуга народу,NA,30,F,0
Семиноженко Володимир Петрович,168,0,0.0184522887666694,unaffiliated,NA,69,M,-0.33369591008041
Грановський Олександр Михайлович,169,1,0.363921793868184,БПП,БПП,40,M,0.0307920153796046
Кірш Олександр Вікторович,169,0,0.33312977848858,народний фронт,політичної партії народний фронт,58,M,0
Куницький Олександр Олегович,169,0,0.289648893356037,слуга народу,NA,36,M,-0.043480885132543
Одарченко Андрій Миколайович,170,1,0.522070339825021,слуга народу,NA,41,M,0.0626694908382069
Святаш Дмитро Володимирович,170,0,0.459400848986814,опозиційна платформа за життя,відродження,48,M,0
Нестерук Валерій Миколайович,170,0,0.00774309401769093,unaffiliated,NA,53,M,-0.451657754969123
Кінзбурська Вікторія Олександрівна,171,1,0.939325474551338,слуга народу,NA,39,F,0.920426874938442
Кушнарьов Сергій Петрович,171,0,0.0188985996128963,unaffiliated,NA,57,M,0
Лесик Андрій Анатолійович,171,0,0.0166982750941168,опозиційна платформа за життя,NA,38,M,-0.00220032451877952
Мисик Володимир Юрійович,172,1,0.574489589158824,відродження,відродження,54,M,0.175134201672011
Здебський Юрій Вікторович,172,0,0.399355387486813,слуга народу,NA,47,M,0
Плотніков Роман Олексійович,172,0,0.00994769864112846,європейська солідарність,NA,38,M,-0.389407688845685
Денисенко Анатолій Петрович,173,1,0.535249223717969,БПП,"Член депутатської фракції ПАРТІЇ ""БПП""",48,M,0.091692087710655
Бакумов Олександр Сергійович,173,0,0.443557136007314,слуга народу,NA,30,M,0
Лаврінець Ігор Олександрович,173,0,0.00902529927649504,європейська солідарність,NA,23,M,-0.434531836730819
Фельдман Олександр Борисович,174,1,0.544004197309767,воля народу,воля народу,59,M,0.536710378541821
Алєксєйчук Вікторія Іванівна,174,0,0.434114346386396,слуга народу,NA,42,F,0.42682052761845
Андрющенко Володимир Володимирович,174,0,0.00729381876794571,unaffiliated,NA,39,M,0
Безрук Владислав Вікторович,174,0,0.00729381876794571,unaffiliated,NA,41,M,0
Говоруха Віталій Миколайович,174,0,0.00729381876794571,unaffiliated,NA,40,M,0
Пивоваров Євген Павлович,175,1,0.79296359627971,слуга народу,NA,41,M,0.624310592870729
Кацуба Володимир Михайлович,175,0,0.168653003408981,опозиційний блок,відродження,62,M,0
Кисіль Віктор Васильович,175,0,0.0171226849630623,голос,NA,47,M,-0.151530318445919
Счисльонок Олександр Васильович,176,1,0.392713707835997,слуга народу,NA,57,M,0.0822343786499986
Новицький Дмитро Володимирович,176,0,0.310479329185999,опозиційна платформа за життя,NA,35,M,0
Шенцев Дмитро Олексійович,176,0,0.282696929572909,опозиційний блок,політичної партії опозиційний блок у верховній раді україни восьмого скликання,55,M,-0.0277823996130892
Любота Дмитро Валерійович,177,1,0.704704457752235,слуга народу,NA,38,M,0.561313490044088
Остапчук Віктор Миколайович,177,0,0.143390967708147,опозиційний блок,відродження,64,M,0
Радьков Сергій Миколайович,177,0,0.129850639232063,опозиційна платформа за життя,NA,56,M,-0.0135403284760844
Літвінов Олександр Миколайович,178,1,0.617565608230479,слуга народу,NA,47,M,0.266621376796421
Добкін Дмитро Маркович,178,0,0.350944231434058,опозиційний блок,політичної партії опозиційний блок у верховній раді україни восьмого скликання,44,M,0
Білокудря Валерій Миколайович,178,0,0.0193243382135555,опозиційна платформа за життя,NA,60,M,-0.331619893220503
Гіршфельд Анатолій Мусійович,179,1,0.519959109900163,воля народу,воля народу,62,M,0.0520526455871301
Кучер Олексій Володимирович,179,0,0.467906464313033,слуга народу,NA,34,M,0
Коба Сергій Олексійович,179,0,0.00481663098274325,європейська солідарність,NA,49,M,-0.463089833330289
Біловол Олександр Миколайович,180,1,0.572943223629281,відродження,відродження,57,M,0.16898620425149
Красов Олексій Ігорович,180,0,0.40395701937779,слуга народу,NA,32,M,0
Кравцов Іван Анатолійович,180,0,0.0108107873112871,європейська солідарність,NA,40,M,-0.393146232066503
Микиша Дмитро Сергійович,181,1,0.887624038375495,слуга народу,NA,34,M,0.846961173918372
Кошеленко Віталій Анатолійович,181,0,0.0406628644571232,unaffiliated,NA,47,M,0
Строгий Олександр Федорович,181,0,0.0308424452418832,unaffiliated,NA,61,M,-0.00982041921523997
Павліш Павло Васильович,182,1,0.639970183963109,слуга народу,NA,40,M,0.310532435979929
Співаковський Олександр Володимирович,182,0,0.32943774798318,БПП,БПП,62,M,0
Літвін Валерій Валерійович,182,0,0.011685657508171,unaffiliated,NA,55,M,-0.317752090475009
Вагнєр Вікторія Олександрівна,183,1,0.850930448389866,слуга народу,NA,38,F,0.804221159976794
Кирилов Юрій Євгенович,183,0,0.0467092884130722,європейська солідарність,NA,39,M,0
Одарченко Юрій Віталійович,183,0,0.0422021505637629,батьківщина,політичної партії всеукраїнське обєднання батьківщина у верховній раді україни,59,M,-0.00450713784930932
Репілевський Данило Едуардович,184,1,0.535082308363577,слуга народу,NA,32,M,0.133182310480047
Вінник Іван Юлійович,184,0,0.401899997883529,БПП,БПП,40,M,0
Гречана Світлана Юріївна,184,0,0.0379190605843348,батьківщина,NA,46,F,-0.363980937299195
Іванов Володимир Ілліч,185,1,0.563843685943458,слуга народу,NA,37,M,0.259349592154548
Хлань Сергій Володимирович,185,0,0.30449409378891,БПП,БПП,47,M,0
Філіпчук Павло Ігорович,185,0,0.0664659656393868,опозиційна платформа за життя,NA,36,M,-0.238028128149523
Ковальов Олексій Іванович,186,1,0.627363955897699,слуга народу,NA,30,M,0.338895658728383
Негой Федір Федорович,186,0,0.288468297169317,БПП,БПП,61,M,0
Рибалко Сергій Вікторович,186,0,0.0425968152938474,опозиційна платформа за життя,NA,51,M,-0.24587148187547
Мельник Сергій Іванович,187,1,0.650225653268703,БПП,БПП,54,M,0.350406963009228
Стефанчук Микола Олексійович,187,0,0.299818690259475,слуга народу,NA,38,M,0
Діденко Віталій Васильович,187,0,0.0242513415362237,свобода,NA,44,M,-0.275567348723251
Лабазюк Сергій Петрович,188,1,0.913684703866396,воля народу,воля народу,39,M,0.878480061400664
Кліщ Віктор Васильович,188,0,0.0352046424657316,unaffiliated,NA,57,M,0
Бочкарьова Оксана Валеріївна,188,0,0.0342284234725928,слуга народу,NA,43,F,-0.000976218993138787
Шинькович Андрій Васильович,189,1,0.71903456565006,БПП,БПП,43,M,0.596762707860501
Яцков Борис Олександрович,189,0,0.122271857789558,відродження,"Член депутатської групи ""Партія ""Відродження""",53,M,0
Копанчук Олена Євгенівна,189,0,0.0870817779098434,слуга народу,NA,41,F,-0.0351900798797147
Мацола Роман Миколайович,190,1,0.775069569168601,БПП,БПП,45,M,0.596211894371507
Жмеренецький Олексій Сергійович,190,0,0.178857674797094,слуга народу,NA,33,M,0
Шпег Ярослав Іванович,190,0,0.017703205677737,свобода,NA,38,M,-0.161154469119357
Бондар Віктор Васильович,191,1,0.889888875686129,відродження,відродження,44,M,0.845345246154997
Потапова Марина Валеріївна,191,0,0.0445436295311322,слуга народу,NA,45,F,0
Бойко Михайло Дмитрович,191,0,0.0341100592213466,unaffiliated,NA,50,M,-0.0104335703097856
Герега Олександр Володимирович,192,1,0.844702746328841,відродження,"Член депутатської групи ""Партія ""Відродження""",52,M,0.726210492090516
Гуменюк Василь Васильович,192,0,0.118492254238324,слуга народу,NA,30,M,0
Коваль Сергій Володимирович,192,0,0.0137763965530016,unaffiliated,NA,40,M,-0.104715857685323
Мельниченко Володимир Володимирович,193,1,0.879558939133551,БПП,БПП,54,M,0.816939013504602
Посітко Михайло Володимирович,193,0,0.0626199256289487,свобода,NA,34,M,0
Марчук Ігор Петрович,193,0,0.0232765740746609,слуга народу,NA,50,M,-0.0393433515542878
Шпак Любов Олександрівна,194,1,0.776766663941919,слуга народу,NA,39,F,0.67805293712989
Рубан Сергій Леонідович,194,0,0.0987137268120286,європейська солідарність,NA,32,M,0
Рибченко Олександр Володимирович,194,0,0.048681932228091,unaffiliated,NA,57,M,-0.0500317945839376
Арсенюк Олег Олексійович,195,1,0.725573838298903,слуга народу,NA,33,M,0.579442442832117
Квітка Віктор Володимирович,195,0,0.146131395466786,unaffiliated,NA,53,M,0
Савенко Олександр Сергійович,195,0,0.042571262228552,європейська солідарність,NA,33,M,-0.103560133238234
Бобов Геннадій Борисович,196,1,0.749174389507531,відродження,відродження,54,M,0.523306135597299
Стріхарський Андрій Петрович,196,0,0.225868253910232,слуга народу,NA,38,M,0
Шерстюк Сергій Володимирович,196,0,0.0103334011715268,unaffiliated,NA,53,M,-0.215534852738705
Голуб Владислав Володимирович,197,1,0.709343753849249,відродження,"Член депутатської групи ""Партія ""Відродження""",36,M,0.4468889288386
Скічко Олександр Олександрович,197,0,0.262454825010649,слуга народу,NA,28,M,0
Шабатура Сергій Володимирович,197,0,0.0145438347064964,європейська солідарність,NA,38,M,-0.247910990304153
Рудик Сергій Ярославович,198,1,0.863971432533258,БПП,БПП,49,M,0.806787885074188
Кармазін Юрій Анатолійович,198,0,0.0571835474590701,unaffiliated,NA,62,M,0
Супрун Людмила Павлівна,198,0,0.038016074556686,unaffiliated,NA,54,F,-0.0191674729023841
Ничипоренко Валентин Миколайович,199,1,0.562472023073398,відродження,"Член депутатської групи ""Партія ""Відродження""",58,M,0.241262574838299
Заліщук Світлана Петрівна,199,0,0.321209448235099,воля народу,"Член депутатської групи ""Воля народу""",37,F,0
Нагорняк Сергій Володимирович,199,0,0.0718874609341905,слуга народу,NA,37,M,-0.249321987300909
Яценко Антон Володимирович,200,1,0.864759063134139,відродження,відродження,42,M,0.81417985353878
Воронцова Олена Володимирівна,200,0,0.0505792095953595,слуга народу,NA,38,F,0
Затишняк Олександр Володимирович,200,0,0.0298379667449355,unaffiliated,NA,33,M,-0.0207412428504241
Продан Оксана Петрівна,201,1,0.336303972381678,БПП,БПП,45,F,0.0242756148154579
Лис Олена Георгіївна,201,0,0.31202835756622,слуга народу,NA,48,F,0
Федорук Микола Трохимович,201,0,0.302233172763565,народний фронт,політичної партії народний фронт,65,M,-0.0097951848026549
Рибак Іван Петрович,202,1,0.59817219305418,БПП,БПП,41,M,0.273164334439331
Заремський Максим Валентинович,202,0,0.325007858614848,слуга народу,NA,28,M,0
Тодеренчук Василь Мірчович,202,0,0.0359116158583996,unaffiliated,NA,47,M,-0.289096242756448
Тіміш Григорій Іванович,203,1,0.470601767780717,БПП,БПП,49,M,0.049596637300253
Мазурашу Георгій Георгійович,203,0,0.421005130480464,слуга народу,NA,48,M,0
Попеску Іван Васильович,203,0,0.0630796546777084,воля народу,"Член депутатської групи ""Воля народу""",55,M,-0.357925475802756
Бурбак Максим Юрійович,204,1,0.525987523632001,народний фронт,політичної партії народний фронт,43,M,0.118330351313826
Божик Валерій Іванович,204,0,0.407657172318175,слуга народу,NA,48,M,0
Бойко Андрій Юліанович,204,0,0.0354495342513955,unaffiliated,NA,47,M,-0.372207638066779
Куліч Валерій Петрович,205,1,0.548256246614852,воля народу,"Член депутатської групи ""Воля народу""",46,M,0.268309302302838
Семінський Олег Валерійович,205,0,0.279946944312013,слуга народу,NA,46,M,0
Ткаченко Володимир Володимирович,205,0,0.114909077783163,воля народу,"Член депутатської групи ""Воля народу""",55,M,-0.165037866528851
Микитась Максим Вікторович,206,1,0.561208897067119,воля народу,воля народу,39,M,0.204794611471101
Поляков Антон Едуардович,206,0,0.356414285596018,слуга народу,NA,32,M,0
Скварський Олег Віталійович,206,0,0.024568308849742,unaffiliated,NA,53,M,-0.331845976746276
Євлахов Анатолій Сергійович,207,1,0.675103432398964,БПП,БПП,38,M,0.469120506040843
Зуєв Максим Сергійович,207,0,0.205982926358122,слуга народу,NA,37,M,0
Рибаков Ігор Олександрович,207,0,0.0498544591767952,unaffiliated,NA,43,M,-0.156128467181326
Давиденко Валерій Миколайович,208,1,0.674346412904878,БПП,БПП,46,M,0.462683250563627
Панченко Антон Олександрович,208,0,0.211663162341251,слуга народу,NA,24,M,0
Бровченко Костянтин Михайлович,208,0,0.0461320405238001,батьківщина,NA,33,M,-0.165531121817451
Кодола Олександр Михайлович,209,1,0.798615592439098,народний фронт,політичної партії народний фронт,37,M,0.700990348726725
Зуб Валерій Олексійович,209,0,0.0976252437123736,слуга народу,NA,49,M,0
Гунько Анатолій Григорович,209,0,0.0390469066865719,батьківщина,NA,43,M,-0.0585783370258017
Дмитренко Олег Миколайович,210,1,0.709877111770931,БПП,БПП,46,M,0.556678205191563
