"Кандидат","Графік","% ЗА","Голосів ЗА","tvo","candidate_url","percent_counted"
"Татарка Сергій Миколайович, самовисування",NA,"0,87","41","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15697.html","100,00"
"Богиня Олександр Олександрович, самовисування",NA,"0,61","29","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17923.html","100,00"
"Чудовський Ігор Вячеславович, Політична партія ""Народний Рух України""",NA,"0,44","21","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21216.html","100,00"
"Шманьов Ігор Леонідович, Політична партія ""Європейська Солідарність""",NA,"0,29","14","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18880.html","100,00"
"Жиров Ігор Володимирович, самовисування",NA,"0,19","9","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16956.html","100,00"
"Качан Олексій Вікторович, самовисування",NA,"0,10","5","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17964.html","100,00"
"Ляшко Дмитро Олександрович, самовисування",NA,"0,10","5","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17176.html","100,00"
"Мельник Світлана Вікторівна, самовисування",NA,"0,10","5","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17315.html","100,00"
"Галасюк Богдален Богданович, самовисування",NA,"0,08","4","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15652.html","100,00"
"Аністратенко Олександр Григорович, самовисування",NA,"0,06","3","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16415.html","100,00"
"Головко Аліна Миколаївна, самовисування",NA,"0,06","3","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17175.html","100,00"
"Запорожець Володимир Петрович, самовисування",NA,"0,06","3","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21861.html","100,00"
"Бажановська Олена Василівна, самовисування",NA,"0,04","2","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17004.html","100,00"
"Галаган Юрій Васильович, самовисування",NA,"0,04","2","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16120.html","100,00"
"Косяк Сергій Петрович, самовисування",NA,"0,04","2","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16565.html","100,00"
"Міхова Інеса Сергіївна, самовисування",NA,"0,04","2","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16382.html","100,00"
"Волков Ярослав Олександрович, самовисування",NA,"0,02","1","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16563.html","100,00"
"Кримовська Анна Петрівна, самовисування",NA,"0,02","1","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15757.html","100,00"
"Мартинів Людмила Володимирівна, самовисування",NA,"0,02","1","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16971.html","100,00"
"Мусійченко Микола Георгійович, самовисування",NA,"0,02","1","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16107.html","100,00"
"Острєцов Микита Вікторович, Політична Партія ""ПАТРІОТ""",NA,"0,02","1","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21203.html","100,00"
"Попова Анастасія Євгенівна, самовисування",NA,"0,02","1","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16974.html","100,00"
"Нікітченко Володимир Олегович, самовисування",NA,"0,00","0","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16962.html","100,00"
"Подгорна Дарія Сергіївна, самовисування",NA,"0,00","0","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16559.html","100,00"
"Смольніков Іван Станіславович, самовисування",NA,"0,00","0","105","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17182.html","100,00"
"Кузнєцов Олексій Олександрович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"21,49","10 125","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20992.html","100,00"
"Фурман Юрій Анатолійович, самовисування",NA,"19,37","9 123","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15668.html","100,00"
"Черниш Валерій Сергійович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"18,17","8 558","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19537.html","100,00"
"Москаль Геннадій Геннадійович, самовисування",NA,"11,99","5 649","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15315.html","100,00"
"Шатілов Дмитро Геннадійович, самовисування",NA,"7,84","3 693","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17220.html","100,00"
"Жебський Олег Васильович, самовисування",NA,"4,68","2 208","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17364.html","100,00"
"Строкань Володимир Володимирович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"3,60","1 698","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21545.html","100,00"
"Фурман Андрій Леонідович, самовисування",NA,"3,44","1 622","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17721.html","100,00"
"Зарецький Сергій Вікторович, самовисування",NA,"2,99","1 409","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18454.html","100,00"
"Ахрамєєв Павло Олександрович, самовисування",NA,"1,88","890","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20588.html","100,00"
"Адаменко Ірина Олександрівна, самовисування",NA,"1,39","657","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21680.html","100,00"
"Пригеба Григорій Валентинович, ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",NA,"1,21","571","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18487.html","100,00"
"Голтишов Михайло Миколайович, Політична партія ""Європейська Солідарність""",NA,"0,63","301","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18886.html","100,00"
"Нікітіна Олена Миколаївна, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"0,50","238","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19046.html","100,00"
"Бережной Олександр Анатолійович, самовисування",NA,"0,49","233","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15256.html","100,00"
"Боголій Інна Вікторівна, самовисування",NA,"0,08","42","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16153.html","100,00"
"Воропаєв Олександр Геннадійович, самовисування",NA,"0,07","34","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17154.html","100,00"
"Якушев Станіслав Ігорович, самовисування",NA,"0,05","24","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20354.html","100,00"
"Полюхович Тетяна Анатоліївна, самовисування",NA,"0,04","21","106","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21645.html","100,00"
"Сухов Олександр Сергійович, самовисування",NA,"28,81","12 179","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15629.html","100,00"
"Сорокін Олександр Олексійович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"18,78","7 940","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20998.html","100,00"
"Щеглаков Едуард Іванович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"15,76","6 662","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19525.html","100,00"
"Рибалка Сергій Вікторович (1978), самовисування",NA,"14,04","5 937","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17565.html","100,00"
"Шведов Віталій Миколайович, самовисування",NA,"4,41","1 868","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17149.html","100,00"
"Бондаренко Олександр Іванович, самовисування",NA,"2,94","1 244","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18384.html","100,00"
"Шилін Сергій Іванович, самовисування",NA,"2,59","1 098","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16978.html","100,00"
"Рибалка Сергій Вікторович (1970), самовисування",NA,"2,45","1 039","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20296.html","100,00"
"Матвієнко Наталія Леонідівна, самовисування",NA,"2,07","877","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20291.html","100,00"
"Говоруха Максим Миколайович, самовисування",NA,"1,77","752","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17450.html","100,00"
"Шакун Сергій Вікторович, Політична партія ""Європейська Солідарність""",NA,"1,64","695","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18895.html","100,00"
"Почепа Віталій Сергійович, самовисування",NA,"1,03","436","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18388.html","100,00"
"Зеленський Олег Вікторович, самовисування",NA,"1,00","426","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20609.html","100,00"
"Рибалка Юрій Георгійович, самовисування",NA,"0,89","378","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20440.html","100,00"
"Рибалка Олександр Павлович, самовисування",NA,"0,57","243","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20270.html","100,00"
"Кузьміна Іветта Юріївна, самовисування",NA,"0,55","234","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17661.html","100,00"
"Бестаєв Іван Львович, самовисування",NA,"0,12","54","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20301.html","100,00"
"Воронков Дмитро Валерійович, самовисування",NA,"0,11","50","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19857.html","100,00"
"Шутов Володимир Сергійович, самовисування",NA,"0,08","38","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16435.html","100,00"
"Станчевський Олексій Михайлович, самовисування",NA,"0,08","36","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20415.html","100,00"
"Холоденко Юлія Сахібівна, самовисування",NA,"0,07","31","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21528.html","100,00"
"Кулеша Анатолій Володимирович, самовисування",NA,"0,06","27","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16428.html","100,00"
"Таранов Дмитро Валерійович, самовисування",NA,"0,05","25","107","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17757.html","100,00"
"Вельможний Сергій Анатолійович, самовисування",NA,"34,32","10 198","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15623.html","100,00"
"Чернецов Олександр Іванович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"30,41","9 037","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19538.html","100,00"
"Місінкевич Ярослав Петрович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"20,62","6 129","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21001.html","100,00"
"Романовський Олександр Олександрович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"5,29","1 574","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19063.html","100,00"
"Іващенко В’ячеслав Сергійович, самовисування",NA,"2,71","807","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18412.html","100,00"
"Зеленський Сергій Олександрович, самовисування",NA,"1,93","574","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18729.html","100,00"
"Кладко Володимир Миколайович, Політична партія ""Європейська Солідарність""",NA,"1,90","565","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18908.html","100,00"
"Пронін Роман Олегович, самовисування",NA,"1,39","415","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20367.html","100,00"
"Васильєв Євгеній Анатолійович, самовисування",NA,"0,49","146","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17673.html","100,00"
"Бушко Наталія Михайлівна, самовисування",NA,"0,42","126","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16114.html","100,00"
"Юрчук Сергій Сергійович, самовисування",NA,"0,21","63","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21513.html","100,00"
"Мельник Віктор Іванович, самовисування",NA,"0,15","46","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15687.html","100,00"
"Томенко Роман Олександрович, самовисування",NA,"0,11","34","112","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16119.html","100,00"
"Лукашев Олександр Анатолійович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"33,66","24 556","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19524.html","100,00"
"Сліпець Віта Володимирівна, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"23,27","16 975","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21010.html","100,00"
"Струк Володимир Олексійович, самовисування",NA,"15,31","11 173","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17196.html","100,00"
"Курило Віталій Семенович, самовисування",NA,"7,92","5 783","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15304.html","100,00"
"Рибалко Євген Вікторович, самовисування",NA,"3,88","2 831","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15807.html","100,00"
"Полулященко Юрій Едуардович, самовисування",NA,"2,52","1 842","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18405.html","100,00"
"Струк Валерій Миколайович, самовисування",NA,"2,51","1 836","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17891.html","100,00"
"Живага Микола Олександрович, самовисування",NA,"1,79","1 310","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15410.html","100,00"
"Зеленський Олександр Іванович, самовисування",NA,"1,57","1 150","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20363.html","100,00"
"Курило Павло Миколайович, самовисування",NA,"1,51","1 108","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17716.html","100,00"
"Яременко Олександр Степанович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"1,08","790","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19087.html","100,00"
"Капля Ольга Станіславівна, Політична партія ""Європейська Солідарність""",NA,"1,07","786","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18917.html","100,00"
"Зеленський Василь Сергійович, самовисування",NA,"0,93","682","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17443.html","100,00"
"Хруленко Анна Петрівна, самовисування",NA,"0,72","529","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21444.html","100,00"
"Воловенко Олександра Володимирівна, самовисування",NA,"0,48","353","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15773.html","100,00"
"Рєуцький Костянтин Сергійович, самовисування",NA,"0,40","297","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17675.html","100,00"
"Красюк Володимир Федорович, самовисування",NA,"0,31","233","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15334.html","100,00"
"Ретівова Валентина Іванівна, Політична Партія ""ПАТРІОТ""",NA,"0,29","214","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21221.html","100,00"
"Григоренко Юлія Леонідівна, самовисування",NA,"0,29","213","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17191.html","100,00"
"Мурашко Кирило Олексійович, самовисування",NA,"0,20","148","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16980.html","100,00"
"Паденко Деніс Ігоревич, самовисування",NA,"0,09","68","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21566.html","100,00"
"Пащенко Богдан Володимирович, самовисування",NA,"0,08","62","113","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20597.html","100,00"
"Шахов Сергій Володимирович, самовисування",NA,"43,02","20 538","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15651.html","100,00"
"Мошенський Валерій Захарович, самовисування",NA,"24,91","11 892","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16999.html","100,00"
"Мойсєєв Максим Сергійович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"19,34","9 232","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21008.html","100,00"
"Куц Сергій Володимирович, самовисування",NA,"3,19","1 526","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18379.html","100,00"
"Лой Вікторія Володимирівна, самовисування",NA,"2,72","1 303","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19062.html","100,00"
"Латишева Людмила Анатоліївна, Політична партія ""Європейська Солідарність""",NA,"2,07","991","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18931.html","100,00"
"Домащенко Тетяна Вікторівна, самовисування",NA,"1,49","713","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15628.html","100,00"
"Файад Даніель Алійович, самовисування",NA,"1,29","616","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20346.html","100,00"
"Хижняк Ілля Андрійович, самовисування",NA,"0,44","212","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15769.html","100,00"
"Василець Олеся Олександрівна, самовисування",NA,"0,39","187","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15165.html","100,00"
"Базан Ольга Миколаївна, самовисування",NA,"0,37","180","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21569.html","100,00"
"Крамаренко Анатолій Олександрович, ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНА СЛАВЕТНА""",NA,"0,36","175","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20401.html","100,00"
"Ліщинський Віктор Станіславович, самовисування",NA,"0,21","102","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17480.html","100,00"
"Падєєв Станіслав Володимирович, самовисування",NA,"0,13","64","114","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15764.html","100,00"
"Піпа Наталія Романівна, Політична Партія ""ГОЛОС""",NA,"30,01","25 242","115","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16463.html","100,00"
"Михальчишин Юрій Адріянович, самовисування",NA,"21,73","18 276","115","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15379.html","100,00"
"Квурт Володимир Леонідович, самовисування",NA,"15,86","13 338","115","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15695.html","100,00"
"Шубка Катерина Павлівна, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"15,54","13 069","115","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21007.html","100,00"
"Москаленко Андрій Олександрович, Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,"9,13","7 677","115","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16416.html","100,00"
"Рабешко Богдан Русланович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"2,54","2 142","115","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19077.html","100,00"
"Хміль Михайло Михайлович, самовисування",NA,"2,52","2 124","115","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17327.html","100,00"
"Зібран Андрій Ігорович, самовисування",NA,"2,02","1 704","115","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17185.html","100,00"
"Янкович Назар Юрійович, Політична Партія ""ПАТРІОТ""",NA,"0,36","303","115","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21215.html","100,00"
"Секела Руслан Михайлович, самовисування",NA,"0,24","209","115","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21377.html","100,00"
"Княжицький Микола Леонідович, Політична партія ""Європейська Солідарність""",NA,"23,05","20 089","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18940.html","100,00"
"Романяк Марта Олегівна, Політична Партія ""ГОЛОС""",NA,"20,09","17 511","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16457.html","100,00"
"Мельник Ростислав Леонідович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"13,12","11 439","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21022.html","100,00"
"Веремчук Валерій Миколайович, політична партія ""Громадянська позиція""",NA,"11,35","9 899","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16460.html","100,00"
"Фаріон Ірина Дмитрівна, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"10,35","9 022","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21695.html","100,00"
"Зінкевич Ігор Володимирович, самовисування",NA,"7,66","6 680","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15828.html","100,00"
"Подоляк Ірина Ігорівна, Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,"5,06","4 417","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15790.html","100,00"
"Доманський Володимир Володимирович, самовисування",NA,"3,41","2 979","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15447.html","100,00"
"Тимчій Наталія Вікторівна, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"2,59","2 264","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18907.html","100,00"
"Попович Василь Васильович, ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,"1,69","1 477","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21237.html","100,00"
"Козак Іванна Іванівна, самовисування",NA,"0,66","576","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17649.html","100,00"
"Лисецька Світлана Володимирівна, самовисування",NA,"0,46","402","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21407.html","100,00"
"Клим Володимир Петрович, самовисування",NA,"0,44","385","116","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17281.html","100,00"
"Рущишин Ярослав Іванович, Політична Партія ""ГОЛОС""",NA,"25,12","19 937","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16465.html","100,00"
"Юринець Оксана Василівна, самовисування",NA,"23,77","18 872","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15685.html","100,00"
"Фединяк Роман Анатолійович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"19,43","15 426","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21012.html","100,00"
"Стецьків Тарас Степанович, політична партія ""Громадянська позиція""",NA,"7,44","5 905","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15418.html","100,00"
"Шевців Андрій Володимирович, Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,"7,28","5 784","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18480.html","100,00"
"Ніцой Лариса Миколаївна, Політична партія ""Народний Рух України""",NA,"4,45","3 533","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21236.html","100,00"
"Тенюх Ігор Йосифович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"3,09","2 459","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21681.html","100,00"
"Шмігель Назарій Олегович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"2,78","2 209","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18899.html","100,00"
"Матковський Іван Йосипович, самовисування",NA,"1,57","1 248","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20035.html","100,00"
"Зірченко Юрій Петрович, самовисування",NA,"1,35","1 078","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17688.html","100,00"
"Стахів Остап Васильович, самовисування",NA,"1,19","948","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16979.html","100,00"
"Стех Юрій Ярославович, самовисування",NA,"0,87","696","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17234.html","100,00"
"Мицак Михайло Богданович, самовисування",NA,"0,64","510","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20608.html","100,00"
"Галайко Руслан Леонович, Політична Партія ""ПАТРІОТ""",NA,"0,48","386","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21209.html","100,00"
"Пілат Віктор Юрійович, самовисування",NA,"0,47","376","117","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17214.html","100,00"
"Васильченко Галина Іванівна, Політична Партія ""ГОЛОС""",NA,"31,61","28 543","118","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16452.html","100,00"
"Дубневич Богдан Васильович, самовисування",NA,"29,81","26 924","118","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15231.html","100,00"
"Федецький Артем Андрійович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"12,66","11 439","118","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21033.html","100,00"
