"","deputat","partia","perc_for","votes_for","year","tvo","oblast","tvo_pres","pres_candidate","pres_perc_for","pres_votes_for"
"2576","Середюк Вікторія Вікторівна","самовисування",0.82,685,2014,187,"Хмельницька область",190,"NA",0,0
"2577","Кірсанова Тетяна Касьянівна","самовисування",0.73,613,2014,187,"Хмельницька область",190,"NA",0,0
"2578","Ольховий Микола Миколайович","ПОЛІТИЧНА ПАРТІЯ ""БЛОК ЛІВИХ СИЛ УКРАЇНИ""",0.52,437,2014,187,"Хмельницька область",190,"NA",0,0
"2579","Лабазюк Сергій Петрович","самовисування",35.81,31290,2014,188,"Хмельницька область",190,"NA",0,0
"2580","Коліщак Віктор Михайлович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",17.81,15561,2014,188,"Хмельницька область",190,"Порошенко",59.2962820278865,87733
"2581","Беспалов Дмитро Анатолійович","Політична партія ""НАРОДНИЙ ФРОНТ""",16.19,14150,2014,188,"Хмельницька область",190,"NA",0,0
"2582","Панчук Анатолій Анатолійович","самовисування",8.11,7085,2014,188,"Хмельницька область",190,"NA",0,0
"2583","Воронецький Словян Ількович","політична партія Всеукраїнське об’єднання ""Батьківщина""",5.57,4869,2014,188,"Хмельницька область",190,"Тимошенко",12.7780368620613,18906
"2584","Дзісь Михайло Семенович","Радикальна Партія Олега Ляшка",5.22,4563,2014,188,"Хмельницька область",190,"Ляшко",11.220827672905,16602
"2585","Міщук Алім Володимирович","самовисування",3.08,2691,2014,188,"Хмельницька область",190,"NA",0,0
"2586","Коліщак Артем Анатолійович","самовисування",2.55,2229,2014,188,"Хмельницька область",190,"NA",0,0
"2587","Туркот Микола Петрович","самовисування",0.91,798,2014,188,"Хмельницька область",190,"NA",0,0
"2588","Кисельов Андрій Сергійович","Політична партія ""Опозиційний блок""",0.87,763,2014,188,"Хмельницька область",190,"Бойко",0.0858357495758903,127
"2589","Крутенчук Юрій Васильович","самовисування",0.61,540,2014,188,"Хмельницька область",190,"NA",0,0
"2590","Кушнір Іван Степанович","самовисування",0.58,514,2014,188,"Хмельницька область",190,"NA",0,0
"2591","Плюта Вадим Олександрович","самовисування",0.51,450,2014,188,"Хмельницька область",190,"NA",0,0
"2592","Луцюк Юрій Петрович","самовисування",0.48,428,2014,188,"Хмельницька область",190,"NA",0,0
"2593","Кукла Ганна Михайлівна","самовисування",0.47,411,2014,188,"Хмельницька область",190,"NA",0,0
"2594","Кондратьєв Сергій Миколайович","самовисування",0.43,380,2014,188,"Хмельницька область",190,"NA",0,0
"2595","Головко Леонід Лук’янович","самовисування",0.38,337,2014,188,"Хмельницька область",190,"NA",0,0
"2596","Гапонюк Василь Костянтинович","самовисування",0.33,297,2014,188,"Хмельницька область",190,"NA",0,0
"2597","Шинькович Андрій Васильович","самовисування",17.99,16486,2014,189,"Хмельницька область",195,"NA",0,0
"2598","Сабій Ігор Михайлович","політична партія Всеукраїнське об’єднання ""Свобода""",14.18,13002,2014,189,"Хмельницька область",195,"Тягнибок",1.53065002380071,1447
"2599","Іващук Сергій Петрович","самовисування",13.38,12268,2014,189,"Хмельницька область",195,"NA",0,0
"2600","Василик Тетяна Павлівна","самовисування",10.32,9457,2014,189,"Хмельницька область",195,"NA",0,0
"2601","Буханевич Олександр Миколайович","самовисування",9.85,9032,2014,189,"Хмельницька область",195,"NA",0,0
