"","deputat","partia","perc_for","votes_for","year","tvo","oblast","tvo_pres","pres_candidate","pres_perc_for","pres_votes_for"
"1814","Кондратюк Валерій Сергійович","Партія Сергія Тігіпка ""Сильна Україна""",2.68,1652,2014,138,"Одеська область",140,"NA",0,0
"1815","Таран Олег Васильович","Комуністична партія України",2.25,1388,2014,138,"Одеська область",140,"Симоненко",2.82888895692374,1848
"1816","Заботкін Микола Олександрович","самовисування",0.92,570,2014,138,"Одеська область",140,"NA",0,0
"1817","Золотарьова Олена Євгенівна","самовисування",0.83,515,2014,138,"Одеська область",140,"NA",0,0
"1818","Савченко Олександр Валерійович","ПОЛІТИЧНА ПАРТІЯ ""БЛОК ЛІВИХ СИЛ УКРАЇНИ""",0.66,411,2014,138,"Одеська область",140,"NA",0,0
"1819","Крижановська Ганна Вікторівна","самовисування",0.58,362,2014,138,"Одеська область",140,"NA",0,0
"1820","Туріца Володимир Васильович","самовисування",0.33,206,2014,138,"Одеська область",140,"NA",0,0
"1821","Пресман Олександр Семенович","самовисування",42.54,25467,2014,139,"Одеська область",141,"NA",0,0
"1822","Пеструєв Дмитро Миколайович","самовисування",16.34,9782,2014,139,"Одеська область",141,"NA",0,0
"1823","Алтунін Валерій Іванович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",10.66,6382,2014,139,"Одеська область",141,"Порошенко",42.9800473623218,34121
"1824","Горін Олександр Васильович","Політична партія ""НАРОДНИЙ ФРОНТ""",9.61,5755,2014,139,"Одеська область",141,"NA",0,0
"1825","Дорохов Антон Миколайович","Комуністична партія України",6.34,3799,2014,139,"Одеська область",141,"Симоненко",3.11004181992241,2469
"1826","Ковальчук Петро Леонтійович","політична партія Всеукраїнське об’єднання ""Батьківщина""",4.51,2705,2014,139,"Одеська область",141,"Тимошенко",12.4855141835038,9912
"1827","Анікін Сергій Мойсейович","самовисування",4.15,2485,2014,139,"Одеська область",141,"NA",0,0
"1828","Сокалюк Всеволод Петрович","політична партія Всеукраїнське об’єднання ""Свобода""",3.65,2189,2014,139,"Одеська область",141,"Тягнибок",0.934650073058901,742
"1829","Буковський Микола Миколайович","Політична партія ""Воля""",1.12,674,2014,139,"Одеська область",141,"NA",0,0
"1830","Чапір Дмитро Петрович","самовисування",1.03,619,2014,139,"Одеська область",141,"NA",0,0
"1831","Гуляєв Василь Олександрович","самовисування",29.28,18820,2014,140,"Одеська область",142,"NA",0,0
"1832","Добрянський Віктор Андрійович","самовисування",18.07,11613,2014,140,"Одеська область",142,"NA",0,0
"1833","Жванія Давид Важаєвич","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",9.51,6116,2014,140,"Одеська область",142,"Порошенко",43.6414344379296,39746
"1834","Червачов Сергій Миколайович","самовисування",8.57,5507,2014,140,"Одеська область",142,"NA",0,0
"1835","Шумський Сергій Станіславович","Політична партія ""НАРОДНИЙ ФРОНТ""",5.13,3298,2014,140,"Одеська область",142,"NA",0,0
"1836","Ковтун Денис Владиславович","Політична партія ""Опозиційний блок""",4.32,2780,2014,140,"Одеська область",142,"Бойко",0.346970595340053,316
"1837","Бугайчук Василь Васильович","політична партія Всеукраїнське об’єднання ""Батьківщина""",3.82,2460,2014,140,"Одеська область",142,"Тимошенко",8.04840020203351,7330
"1838","Марків Мирон Дмитрович","Комуністична партія України",2.93,1885,2014,140,"Одеська область",142,"Симоненко",3.86279289369084,3518
"1839","Матвєйчук Олександр Валентинович","самовисування",2.92,1881,2014,140,"Одеська область",142,"NA",0,0
"1840","Волошенков Дмитро Борисович","Партія Сергія Тігіпка ""Сильна Україна""",2.7,1741,2014,140,"Одеська область",142,"NA",0,0
"1841","Курилов Олександр Яковлевич","Політична партія ""Воля""",1.96,1265,2014,140,"Одеська область",142,"NA",0,0
"1842","Садовник Анатолій Анатолійович","самовисування",1.76,1134,2014,140,"Одеська область",142,"NA",0,0
"1843","Бузько Юрій Іванович","самовисування",1.74,1123,2014,140,"Одеська область",142,"NA",0,0
"1844","Букач Володимир Миколайович","самовисування",1.28,825,2014,140,"Одеська область",142,"NA",0,0
"1845","Матвійчук Катерина Валентинівна","самовисування",0.89,577,2014,140,"Одеська область",142,"NA",0,0
"1846","Олейник Наталя Володимирівна","самовисування",0.76,493,2014,140,"Одеська область",142,"NA",0,0
"1847","Ролінський Володимир Іванович","Радикальна Партія Олега Ляшка",0.71,457,2014,140,"Одеська область",142,"Ляшко",3.442255748073,3135
"1848","Плачков Федір Іванович","самовисування",0.68,443,2014,140,"Одеська область",142,"NA",0,0
"1849","Шумський Олег Анатолійович","самовисування",0.66,429,2014,140,"Одеська область",142,"NA",0,0
"1850","Слава Ірина Вікторівна","самовисування",0.58,377,2014,140,"Одеська область",142,"NA",0,0
"1851","Соколов Микола Миколайович","самовисування",0.36,233,2014,140,"Одеська область",142,"NA",0,0
"1852","Якимович Олександр Вікторович","самовисування",0.35,229,2014,140,"Одеська область",142,"NA",0,0
"1853","Гросфілер Геннадій Олександрович","Ліберальна партія України",0.31,203,2014,140,"Одеська область",142,"NA",0,0
"1854","Змієвський Станіслав Валерійович","самовисування",0.29,190,2014,140,"Одеська область",142,"NA",0,0
"1855","Цюпа Микола Адамович","самовисування",0.27,177,2014,140,"Одеська область",142,"NA",0,0
"1856","Барвіненко Віталій Дмитрович","самовисування",26.66,17396,2014,141,"Одеська область",143,"NA",0,0
"1857","Гінак Алла Федорівна","самовисування",21.55,14064,2014,141,"Одеська область",143,"NA",0,0
"1858","Дубовой Сергій Федорович","самовисування",13.6,8875,2014,141,"Одеська область",143,"NA",0,0
"1859","Квашнін Ігор Вікторович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",10.01,6530,2014,141,"Одеська область",143,"Порошенко",39.5193065405831,28084
"1860","Резніченко Василь Іванович","самовисування",3.37,2202,2014,141,"Одеська область",143,"NA",0,0
"1861","Морозов Олександр Володимирович","Політична партія ""НАРОДНИЙ ФРОНТ""",2.85,1861,2014,141,"Одеська область",143,"NA",0,0
"1862","Барвиненко Віталій Євгенійович","самовисування",2.84,1853,2014,141,"Одеська область",143,"NA",0,0
"1863","Уланов Анатолій Юрійович","Комуністична партія України",2.79,1825,2014,141,"Одеська область",143,"Симоненко",3.94996059889677,2807
"1864","Зозуля Руслан Петрович","самовисування",1.9,1243,2014,141,"Одеська область",143,"NA",0,0
"1865","Дубовий Олександр Миколайович","самовисування",1.75,1148,2014,141,"Одеська область",143,"NA",0,0
"1866","Дубовий Сергій Олександрович","самовисування",1.55,1016,2014,141,"Одеська область",143,"NA",0,0
"1867","Барвіненко Володимир Михайлович","самовисування",1.47,962,2014,141,"Одеська область",143,"NA",0,0
"1868","Мазур Валерій Омелянович","Політична партія ""Опозиційний блок""",1.39,911,2014,141,"Одеська область",143,"Бойко",0.391196667792412,278
"1869","Мензелінцев Володимир Михайлович","Партія Сергія Тігіпка ""Сильна Україна""",1.38,902,2014,141,"Одеська область",143,"NA",0,0
"1870","Могильніков Валентин Дмитрович","самовисування",1.37,894,2014,141,"Одеська область",143,"NA",0,0
"1871","Жур’ян Олександр Миколайович","самовисування",0.75,491,2014,141,"Одеська область",143,"NA",0,0
"1872","Барвіненко Іван Григорович","самовисування",0.74,487,2014,141,"Одеська область",143,"NA",0,0
"1873","Сиротенко Анатолій Олександрович","самовисування",0.61,402,2014,141,"Одеська область",143,"NA",0,0
"1874","Чорнолуцький Василь Павлович","самовисування",0.4,265,2014,141,"Одеська область",143,"NA",0,0
"1875","Бабенко Олександр Валерійович","самовисування",0.33,217,2014,141,"Одеська область",143,"NA",0,0
"1876","Оскер Олексій Генріхович","Радикальна Партія Олега Ляшка",0.31,206,2014,141,"Одеська область",143,"Ляшко",3.41100979398852,2424
"1877","Галицький Роман Іванович","самовисування",0.27,177,2014,141,"Одеська область",143,"NA",0,0
"1878","Новаченко Тетяна Василівна","Партія ""Солідарність жінок України""",0.21,141,2014,141,"Одеська область",143,"NA",0,0
"1879","Берідзе Світлана Валеріївна","самовисування",0.2,132,2014,141,"Одеська область",143,"NA",0,0
"1880","Бабенко Олексій Анатолійович","самовисування",0.17,117,2014,141,"Одеська область",143,"NA",0,0
"1881","Мамалига Володимир Володимирович","самовисування",0.16,106,2014,141,"Одеська область",143,"NA",0,0
"1882","Обертинський Вадим Вікторович","ПОЛІТИЧНА ПАРТІЯ ""БЛОК ЛІВИХ СИЛ УКРАЇНИ""",0.15,99,2014,141,"Одеська область",143,"NA",0,0
"1883","Лісневська Наталя Олександрівна","самовисування",0.14,96,2014,141,"Одеська область",143,"NA",0,0
"1884","Голуб Іван Віталійович","самовисування",0.14,95,2014,141,"Одеська область",143,"NA",0,0
"1885","Боченко Віталій Вікторович","самовисування",0.12,81,2014,141,"Одеська область",143,"NA",0,0
"1886","Міллер Емілія Іллівна","самовисування",0.11,72,2014,141,"Одеська область",143,"NA",0,0
"1887","Казакова Катерина Іванівна","самовисування",0.1,70,2014,141,"Одеська область",143,"NA",0,0
"1888","Паламар Ірина Євгенівна","самовисування",0.1,67,2014,141,"Одеська область",143,"NA",0,0
"1889","Іщук Олена Іванівна","самовисування",0.09,59,2014,141,"Одеська область",143,"NA",0,0
"1890","Литвиненко Олександр Андрійович","самовисування",0.07,51,2014,141,"Одеська область",143,"NA",0,0
"1891","Рижаков Олексій Петрович","самовисування",0.07,49,2014,141,"Одеська область",143,"NA",0,0
"1892","Комлєва Олександра Ігорівна","самовисування",0.05,39,2014,141,"Одеська область",143,"NA",0,0
"1893","Кращенко Володимир Григорович","самовисування",0.05,33,2014,141,"Одеська область",143,"NA",0,0
"1894","Кіссе Антон Іванович","самовисування",52.96,33459,2014,142,"Одеська область",144,"NA",0,0
"1895","Паращенко Сергій Володимирович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",35.84,22645,2014,142,"Одеська область",144,"Порошенко",30.4273276622663,18278
"1896","Мушинський Юрій Володимирович","Політична партія ""НАРОДНИЙ ФРОНТ""",2.44,1544,2014,142,"Одеська область",144,"NA",0,0
"1897","Білалов Алім Елдарович","самовисування",1.28,813,2014,142,"Одеська область",144,"NA",0,0
"1898","Челак Петро Христофорович","Політична партія ""Опозиційний блок""",1.23,783,2014,142,"Одеська область",144,"Бойко",0.357909806728704,215
"1899","Іванченко Віра Леонідівна","самовисування",0.83,526,2014,142,"Одеська область",144,"NA",0,0
"1900","Ліщишин Петро Вікторович","самовисування",0.78,494,2014,142,"Одеська область",144,"NA",0,0
"1901","Абрамович Олена Іванівна","самовисування",0.74,473,2014,142,"Одеська область",144,"NA",0,0
"1902","Пирожков Геннадій Миколайович","самовисування",0.58,370,2014,142,"Одеська область",144,"NA",0,0
"1903","Афанасьєв Валентин Валентинович","самовисування",0.38,245,2014,142,"Одеська область",144,"NA",0,0
"1904","Русєв Сергій Ілліч","Радикальна Партія Олега Ляшка",0.38,244,2014,142,"Одеська область",144,"Ляшко",1.09703517504287,659
"1905","Стоянов Іван Олександрович","самовисування",0.36,233,2014,142,"Одеська область",144,"NA",0,0
"1906","Платонова Тетяна Борисівна","самовисування",0.28,179,2014,142,"Одеська область",144,"NA",0,0
"1907","Михайлов Олександр Анатолійович","самовисування",0.25,161,2014,142,"Одеська область",144,"NA",0,0
"1908","Андрійчук Тетяна Юріївна","самовисування",0.25,159,2014,142,"Одеська область",144,"NA",0,0
"1909","Шишман Сергій Петрович","самовисування",0.25,159,2014,142,"Одеська область",144,"NA",0,0
"1910","Єніш Василь Дмитрович","самовисування",0.23,146,2014,142,"Одеська область",144,"NA",0,0
"1911","Гудзюк Віталій Олександрович","самовисування",0.19,126,2014,142,"Одеська область",144,"NA",0,0
"1912","Соколов Віталій Анатолійович","самовисування",0.18,118,2014,142,"Одеська область",144,"NA",0,0
"1913","Стойловський Олександр Михайлович","самовисування",0.18,117,2014,142,"Одеська область",144,"NA",0,0
"1914","Хрустальов Павло Володимирович","самовисування",0.11,75,2014,142,"Одеська область",144,"NA",0,0
"1915","Таранов Віктор Михайлович","самовисування",0.08,54,2014,142,"Одеська область",144,"NA",0,0
"1916","Чернєєва Оксана Іванівна","самовисування",0.07,50,2014,142,"Одеська область",144,"NA",0,0
"1917","Урбанський Олександр Ігорович","Партія Сергія Тігіпка ""Сильна Україна""",30.64,17081,2014,143,"Одеська область",145,"NA",0,0
"1918","Дубовой Олександр Федорович","самовисування",24.78,13815,2014,143,"Одеська область",145,"NA",0,0
"1919","Пастух Ігор Миколайович","самовисування",9.06,5050,2014,143,"Одеська область",145,"NA",0,0
"1920","Шидєрев Дмитро Дмитрович","самовисування",8.47,4722,2014,143,"Одеська область",145,"NA",0,0
"1921","Боделан Володимир Русланович","самовисування",6.92,3858,2014,143,"Одеська область",145,"NA",0,0
"1922","Плачков Іван Васильович","самовисування",5.03,2805,2014,143,"Одеська область",145,"NA",0,0
"1923","Пундик Микола Володимирович","самовисування",4.68,2612,2014,143,"Одеська область",145,"NA",0,0
"1924","Барінов Дмитро Анатолійович","Політична партія ""НАРОДНИЙ ФРОНТ""",4.26,2375,2014,143,"Одеська область",145,"NA",0,0
"1925","Пундик Іван Іванович","самовисування",1.15,645,2014,143,"Одеська область",145,"NA",0,0
"1926","Страшилін В’ячеслав Михайлович","самовисування",0.99,556,2014,143,"Одеська область",145,"NA",0,0
"1927","Павлухін Сергій Олександрович","самовисування",0.96,537,2014,143,"Одеська область",145,"NA",0,0
"1928","Волков Максим Георгійович","самовисування",0.6,336,2014,143,"Одеська область",145,"NA",0,0
"1929","Якусевич Юрій Геннадійович","Радикальна Партія Олега Ляшка",0.58,326,2014,143,"Одеська область",145,"Ляшко",2.50471183414344,1515
"1930","Дешко Сергій Дмитрович","самовисування",0.2,116,2014,143,"Одеська область",145,"NA",0,0
"1931","Дрозд Руслан Володимирович","самовисування",0.19,109,2014,143,"Одеська область",145,"NA",0,0
"1932","Кручок Наталія Сергіївна","самовисування",0.17,95,2014,143,"Одеська область",145,"NA",0,0
"1933","Орєхова Валентина Іванівна","самовисування",0.17,95,2014,143,"Одеська область",145,"NA",0,0
"1934","Чиркова Тетяна Вадимівна","самовисування",0.15,87,2014,143,"Одеська область",145,"NA",0,0
"1935","Шутова Марина Аркадіївна","самовисування",0.15,86,2014,143,"Одеська область",145,"NA",0,0
"1936","Вискребцова Вікторія Вікторівна","самовисування",0.14,80,2014,143,"Одеська область",145,"NA",0,0
"1937","Таранова Олександра Леонтіївна","самовисування",0.13,74,2014,143,"Одеська область",145,"NA",0,0
"1938","Гаврилюк Андрій Анатолійович","самовисування",0.12,71,2014,143,"Одеська область",145,"NA",0,0
"1939","Ворончихін Сергій Іванович","самовисування",0.11,64,2014,143,"Одеська область",145,"NA",0,0
"1940","Кузневич Юрій Ігорович","самовисування",0.11,64,2014,143,"Одеська область",145,"NA",0,0
"1941","Одинокий Вадим Васильович","самовисування",0.1,60,2014,143,"Одеська область",145,"NA",0,0
"1942","Ролін Станіслав Юрійович","самовисування",0.03,20,2014,143,"Одеська область",145,"NA",0,0
"1943","Каплін Сергій Миколайович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",46.3,36762,2014,144,"Полтавська область",146,"Порошенко",53.7348545795851,44083
"1944","Кривошеєв Юрій Борисович","Політична партія ""НАРОДНИЙ ФРОНТ""",11.77,9351,2014,144,"Полтавська область",146,"NA",0,0
"1945","Балибіна Ірина Вікторівна","самовисування",6.24,4960,2014,144,"Полтавська область",146,"NA",0,0
"1946","Бойко Віталій Ілліч","Комуністична партія України",4.18,3326,2014,144,"Полтавська область",146,"Симоненко",1.32743362831858,1089
"1947","Клименко Анатолій Юрійович","політична партія Всеукраїнське об’єднання ""Батьківщина""",3.81,3029,2014,144,"Полтавська область",146,"Тимошенко",11.8896121309637,9754
"1948","Чередніченко Сергій Іванович","самовисування",3.68,2926,2014,144,"Полтавська область",146,"NA",0,0
"1949","Гаранін Віктор Дмитрович","Політична партія ""Громадянська позиція (Анатолій Гриценко)""",3.44,2735,2014,144,"Полтавська область",146,"Гриценко",7.07598917574782,5805
"1950","Бульбаха Сергій Володимирович","самовисування",3.23,2570,2014,144,"Полтавська область",146,"NA",0,0
"1951","Науменко В'ячеслав Васильович","Радикальна Партія Олега Ляшка",2.69,2138,2014,144,"Полтавська область",146,"Ляшко",9.25181013676589,7590
"1952","Костромінов Сергій Анатолійович","Політична партія ""ПРАВИЙ СЕКТОР""",2.67,2125,2014,144,"Полтавська область",146,"Ярош",0.794753650747215,652
"1953","Лавриненко Олена Миколаївна","Політична партія ""Опозиційний блок""",2.42,1923,2014,144,"Полтавська область",146,"Бойко",0.185279992198737,152
"1954","Челебій-Кравченко Костянтин Григорович","Партія Сергія Тігіпка ""Сильна Україна""",2.34,1859,2014,144,"Полтавська область",146,"NA",0,0
"1955","Макуха Олександр Анатолійович","самовисування",1.78,1416,2014,144,"Полтавська область",146,"NA",0,0
"1956","Шупта Валерій Миколайович","самовисування",1.35,1073,2014,144,"Полтавська область",146,"NA",0,0
"1957","Маслак Віра Миколаївна","самовисування",1.29,1025,2014,144,"Полтавська область",146,"NA",0,0
"1958","Жуковська Ольга Василівна","Українська Народна Партія",0.93,745,2014,144,"Полтавська область",146,"Клименко",0.0243789463419391,20
"1959","Царенко Андрій Анатолійович","політична партія Конгрес Українських Націоналістів",0.82,657,2014,144,"Полтавська область",146,"NA",0,0
"1960","Ляхов Ігор Олексійович","Українська партія ""Зелена планета""",0.43,342,2014,144,"Полтавська область",146,"NA",0,0
"1961","Чопенко Віта Володимирівна","самовисування",0.39,315,2014,144,"Полтавська область",146,"NA",0,0
"1962","Фарило Петро Васильович","самовисування",0.14,112,2014,144,"Полтавська область",146,"NA",0,0
"1963","Бублик Юрій Васильович","політична партія Всеукраїнське об’єднання ""Свобода""",22.6,17467,2014,145,"Полтавська область",147,"Тягнибок",1.47438791290065,1535
"1964","Корост Тетяна Михайлівна","самовисування",20.34,15718,2014,145,"Полтавська область",147,"NA",0,0
"1965","Матковський Андрій Всеволодович","самовисування",17.64,13633,2014,145,"Полтавська область",147,"NA",0,0
"1966","Балабан Микола Петрович","Політична партія ""НАРОДНИЙ ФРОНТ""",11.66,9013,2014,145,"Полтавська область",147,"NA",0,0
"1967","Фалтинський Антон Антонович","Політична партія ""Об’єднання ""САМОПОМІЧ""",6.78,5241,2014,145,"Полтавська область",147,"NA",0,0
"1968","Ковальчук Василь Григорович","самовисування",6.11,4724,2014,145,"Полтавська область",147,"NA",0,0
"1969","Клочков Сергій Іванович","політична партія Всеукраїнське об’єднання ""Батьківщина""",2.71,2099,2014,145,"Полтавська область",147,"Тимошенко",12.0899808857854,12587
"1970","Анучін Юрій Володимирович","Радикальна Партія Олега Ляшка",2.61,2020,2014,145,"Полтавська область",147,"Ляшко",9.55902834474743,9952
"1971","Клименко Сергій Євгенович","самовисування",2.23,1725,2014,145,"Полтавська область",147,"NA",0,0
"1972","Макаренко В’ячеслав Володимирович","Політична партія ""Опозиційний блок""",2.21,1710,2014,145,"Полтавська область",147,"Бойко",0.157524180922285,164
"1973","Ковжога Олександр Іванович","Партія Сергія Тігіпка ""Сильна Україна""",1.76,1363,2014,145,"Полтавська область",147,"NA",0,0
"1974","Антонюк Сергій Іванович","Українська Народна Партія",1.54,1197,2014,145,"Полтавська область",147,"Клименко",0.0451441250204109,47
"1975","Тальський Дмитро Володимирович","ПОЛІТИЧНА ПАРТІЯ ""ВСЕУКРАЇНСЬКЕ АГРАРНЕ ОБ’ЄДНАННЯ ""ЗАСТУП""",0.86,671,2014,145,"Полтавська область",147,"NA",0,0
"1976","Іщенко Роман Прокопович","самовисування",0.53,417,2014,145,"Полтавська область",147,"NA",0,0
"1977","Нечитайло Віталій Дмитрович","самовисування",0.35,273,2014,145,"Полтавська область",147,"NA",0,0
"1978","Шаповалов Юрій Анатолійович","самовисування",22.67,17166,2014,146,"Полтавська область",148,"NA",0,0
"1979","Пилипенко Володимир Іванович","самовисування",13.14,9950,2014,146,"Полтавська область",148,"NA",0,0
"1980","Кравченко Дмитро Васильович","Політична партія ""НАРОДНИЙ ФРОНТ""",9.31,7053,2014,146,"Полтавська область",148,"NA",0,0
"1981","Несен Микола Григорович","самовисування",7.91,5995,2014,146,"Полтавська область",148,"NA",0,0
"1982","Перепел Сергій Олександрович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",6.8,5156,2014,146,"Полтавська область",148,"Порошенко",61.3295820665245,67576
"1983","Надоша Олег Володимирович","самовисування",5.7,4320,2014,146,"Полтавська область",148,"NA",0,0
"1984","Кавунник Дмитро Вікторович","Радикальна Партія Олега Ляшка",5.5,4165,2014,146,"Полтавська область",148,"Ляшко",5.35916867087172,5905
"1985","Піддубна Оксана Миколаївна","Політична партія ""Воля""",4.49,3406,2014,146,"Полтавська область",148,"NA",0,0
"1986","Савченко Олег Віталійович","самовисування",4.32,3275,2014,146,"Полтавська область",148,"NA",0,0
"1987","Балацький Іван Володимирович","Політична партія ""ПРАВИЙ СЕКТОР""",3.68,2789,2014,146,"Полтавська область",148,"Ярош",0.745110495984027,821
"1988","Остапець Геннадій Олексійович","Комуністична партія України",3.14,2380,2014,146,"Полтавська область",148,"Симоненко",1.694423015837,1867
"1989","Старик Михайло Валерійович","Політична партія ""Громадянська позиція (Анатолій Гриценко)""",1.94,1470,2014,146,"Полтавська область",148,"Гриценко",5.16041203430594,5686
"1990","Ляпун Микола Миколайович","самовисування",1.72,1308,2014,146,"Полтавська область",148,"NA",0,0
"1991","Корф Євген Анатолійович","Партія Сергія Тігіпка ""Сильна Україна""",1.54,1168,2014,146,"Полтавська область",148,"NA",0,0
"1992","Шайнога Володимир Іванович","Політична партія ""Опозиційний блок""",1.44,1097,2014,146,"Полтавська область",148,"Бойко",0.480101647229659,529
"1993","Касаткін Андрій Миколайович","самовисування",1.31,992,2014,146,"Полтавська область",148,"NA",0,0
"1994","Каплін Сергій Миколайович","самовисування",1.01,771,2014,146,"Полтавська область",148,"NA",0,0
"1995","Перепел Іван Володимирович","самовисування",0.92,703,2014,146,"Полтавська область",148,"NA",0,0
"1996","Попенко Олег Іванович","самовисування",0.77,586,2014,146,"Полтавська область",148,"NA",0,0
"1997","Зощук Андрій Григорович","політична партія Всеукраїнське об’єднання ""Батьківщина""",0.75,571,2014,146,"Полтавська область",148,"Тимошенко",10.072151381767,11098
"1998","Варава Сергій Вікторович","самовисування",0.49,375,2014,146,"Полтавська область",148,"NA",0,0
"1999","Полюхович Сергій Володимирович","самовисування",0.43,332,2014,146,"Полтавська область",148,"NA",0,0
"2000","Шустов Віктор Миколайович","самовисування",0.42,323,2014,146,"Полтавська область",148,"NA",0,0
"2001","Крахмілець Руслан Петрович","самовисування",0.28,213,2014,146,"Полтавська область",148,"NA",0,0
"2002","Погорєлов Владислав Олександрович","самовисування",0.19,149,2014,146,"Полтавська область",148,"NA",0,0
"2003","Кулініч Олег Іванович","самовисування",21.19,15995,2014,147,"Полтавська область",150,"NA",0,0
"2004","Коваленко Юрій Миколайович","Політична партія ""НАРОДНИЙ ФРОНТ""",14.5,10947,2014,147,"Полтавська область",150,"NA",0,0
"2005","Капленко Валерій Ілліч","самовисування",14.25,10755,2014,147,"Полтавська область",150,"NA",0,0
"2006","Непийпа Леонід Антонович","самовисування",9.56,7218,2014,147,"Полтавська область",150,"NA",0,0
"2007","Ханко Анатолій Миколайович","самовисування",8.43,6365,2014,147,"Полтавська область",150,"NA",0,0
"2008","Муха Станіслав Володимирович","Українська Народна Партія",6.07,4581,2014,147,"Полтавська область",150,"Клименко",0.104691740984878,108
"2009","Ващенко Олександр Володимирович","Радикальна Партія Олега Ляшка",5.23,3947,2014,147,"Полтавська область",150,"Ляшко",14.9922450562233,15466
"2010","Кавун Олег Миколайович","самовисування",3.31,2504,2014,147,"Полтавська область",150,"NA",0,0
"2011","Білоножко Віталій Васильович","політична партія Всеукраїнське об’єднання ""Батьківщина""",2.86,2160,2014,147,"Полтавська область",150,"Тимошенко",15.2656068243505,15748
"2012","Кулініч Володимир Володимирович","самовисування",1.93,1458,2014,147,"Полтавська область",150,"NA",0,0
"2013","Гончаренко Олександр Анатолійович","Політична партія ""ПРАВИЙ СЕКТОР""",1.81,1370,2014,147,"Полтавська область",150,"Ярош",0.43136874757658,445
"2014","Онищенко Володимир Олександрович","самовисування",1.8,1359,2014,147,"Полтавська область",150,"NA",0,0
"2015","Баришполець Борис Володимирович","Партія Сергія Тігіпка ""Сильна Україна""",1.79,1358,2014,147,"Полтавська область",150,"NA",0,0
"2016","Кулініч Олег Олександрович","самовисування",1.65,1252,2014,147,"Полтавська область",150,"NA",0,0
"2017","Семенець Михайло Васильович","Комуністична партія України",1.51,1145,2014,147,"Полтавська область",150,"Симоненко",1.37165568049632,1415
"2018","Гилюн Людмила Вікторівна","Партія ""Солідарність жінок України""",1.27,961,2014,147,"Полтавська область",150,"NA",0,0
"2019","Сиверин Олександр Миколайович","самовисування",1.03,783,2014,147,"Полтавська область",150,"NA",0,0
"2020","Кулага Валерій Олександрович","самовисування",0.55,417,2014,147,"Полтавська область",150,"NA",0,0
"2021","Руденко Геннадій Борисович","самовисування",0.49,375,2014,147,"Полтавська область",150,"NA",0,0
"2022","Канівець Вадим Ілліч","самовисування",0.41,311,2014,147,"Полтавська область",150,"NA",0,0
"2023","Петренко Віктор Віталійович","самовисування",0.26,200,2014,147,"Полтавська область",150,"NA",0,0
"2024","Іщейкін Костянтин Євгенович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",22.79,18667,2014,148,"Полтавська область",149,"Порошенко",54.7809548793284,50118
"2025","Саковський Юрій Борисович","самовисування",15.56,12748,2014,148,"Полтавська область",149,"NA",0,0
"2026","Пилипенко Володимир Пилипович","самовисування",13.56,11111,2014,148,"Полтавська область",149,"NA",0,0
"2027","Новіков Віктор Володимирович","Політична партія ""НАРОДНИЙ ФРОНТ""",9.7,7947,2014,148,"Полтавська область",149,"NA",0,0
"2028","Чеверда Юрій Григорович","політична партія Всеукраїнське об’єднання ""Батьківщина""",6.57,5389,2014,148,"Полтавська область",149,"Тимошенко",15.5922088142707,14265
"2029","Боговик Мирослав Тимофійович","ПОЛІТИЧНА ПАРТІЯ ""ВСЕУКРАЇНСЬКЕ АГРАРНЕ ОБ’ЄДНАННЯ ""ЗАСТУП""",6.57,5382,2014,148,"Полтавська область",149,"NA",0,0
"2030","Коряк Василь Васильович","самовисування",6.46,5293,2014,148,"Полтавська область",149,"NA",0,0
"2031","Іванов Володимир Миколайович","Радикальна Партія Олега Ляшка",5.11,4193,2014,148,"Полтавська область",149,"Ляшко",11.5261017838405,10545
"2032","Біляєв Микола Вікторович","самовисування",4.54,3724,2014,148,"Полтавська область",149,"NA",0,0
"2033","Трембач Вячеслав Володимирович","самовисування",3.04,2490,2014,148,"Полтавська область",149,"NA",0,0
"2034","Сірик Ігор Володимирович","самовисування",2.66,2179,2014,148,"Полтавська область",149,"NA",0,0
"2035","Коробов Олег Ігорович","Політична партія ""Опозиційний блок""",1.52,1245,2014,148,"Полтавська область",149,"Бойко",0.114769150052466,105
"2036","Перепелиця Олег Володимирович","самовисування",0.66,548,2014,148,"Полтавська область",149,"NA",0,0
"2037","Рудяк Олександр Валерійович","самовисування",0.49,408,2014,148,"Полтавська область",149,"NA",0,0
"2038","Вацковський Микола Леонідович","самовисування",0.42,348,2014,148,"Полтавська область",149,"NA",0,0
"2039","Федченко Сергій Петрович","самовисування",0.28,235,2014,148,"Полтавська область",149,"NA",0,0
"2040","Река Андрій Олександрович","Політична партія ""НАРОДНИЙ ФРОНТ""",25.21,18482,2014,149,"Полтавська область",152,"NA",0,0
"2041","Лотоус Віктор Вікторович","самовисування",18.9,13859,2014,149,"Полтавська область",152,"NA",0,0
