"District","9.К-сть виборців, які взяли участь у голосуванні","Богомолець","Бойко","Гриненко","Гриценко","Добкін","Клименко","Коновалюк","Кузьмін","Куйбіда","Ляшко","Маломуж","Порошенко","Рабінович","Саранов","Симоненко","Тимошенко","Тігіпко","Тягнибок","Цушко","Шкіряк","Ярош"
67,318,6,2,0,15,0,0,0,0,0,16,0,178,10,0,0,65,17,2,0,0,0
67,231,0,0,1,5,5,0,0,0,1,17,0,124,1,0,5,60,11,0,0,0,0
67,84,2,1,0,2,0,0,1,0,0,10,0,43,0,0,1,18,6,0,0,0,0
67,317,9,0,1,9,2,0,0,0,0,45,0,145,0,0,6,92,3,0,0,0,0
67,96,1,0,0,3,0,0,0,0,0,5,0,39,4,0,2,32,10,0,0,0,0
67,163,2,0,2,4,0,0,0,0,1,18,1,63,3,0,3,51,13,2,0,0,0
67,77,1,0,0,11,0,0,0,0,1,10,0,25,1,0,5,20,1,1,0,0,1
67,243,3,0,0,0,3,0,0,0,0,24,0,152,4,0,3,41,8,2,0,1,1
67,107,0,0,0,1,0,0,0,0,0,13,0,61,0,0,0,22,6,0,0,0,0
67,66,1,0,0,2,2,0,0,0,0,2,1,37,0,1,3,14,1,2,0,0,0
67,211,2,0,0,0,2,0,0,0,0,39,2,95,6,0,1,52,10,0,0,0,0
67,84,0,1,0,1,0,0,0,0,0,6,0,51,0,0,2,16,4,1,0,0,1
67,393,2,0,3,8,1,0,2,0,0,60,1,230,3,1,7,63,7,1,1,0,0
67,233,5,0,1,3,1,0,0,0,0,24,0,127,0,0,4,62,2,3,0,0,1
67,152,0,0,1,4,0,0,0,0,0,11,1,108,1,0,3,19,2,0,0,0,0
67,504,11,1,2,13,4,0,2,0,1,55,3,302,4,0,3,78,12,6,0,0,4
67,145,0,0,0,3,1,0,0,0,0,16,0,85,0,0,0,34,6,0,0,0,0
67,141,0,1,0,3,1,1,1,0,0,13,1,94,2,0,0,18,4,0,0,0,0
67,91,1,0,0,2,1,0,0,0,0,14,0,36,0,0,3,31,2,1,0,0,0
67,116,1,0,0,1,0,0,0,0,0,4,0,56,0,0,5,47,2,0,0,0,0
67,294,7,1,3,18,5,0,0,0,0,20,0,122,1,0,11,84,18,0,0,0,1
67,277,3,0,3,20,1,1,0,0,0,30,2,141,0,0,4,64,5,0,0,0,0
67,335,1,0,1,13,0,0,0,0,1,26,1,224,2,0,4,48,7,6,0,0,1
67,111,1,0,0,4,0,0,0,0,0,5,0,65,1,0,0,21,14,0,0,0,0
67,237,4,1,1,6,0,1,0,0,0,17,0,141,2,0,8,43,8,2,0,0,0
67,270,5,1,1,7,0,0,0,0,0,23,1,152,0,0,2,59,18,0,0,0,1
67,158,2,0,0,7,0,1,0,0,0,24,0,96,0,0,1,22,2,3,0,0,0
67,218,1,0,0,20,0,0,0,0,0,32,0,117,3,0,3,30,8,1,0,0,1
67,101,1,0,0,2,0,0,0,0,1,6,0,59,1,0,7,20,1,2,0,0,0
67,422,9,1,0,12,2,0,3,0,0,39,1,280,4,0,3,49,15,1,0,0,1
67,166,4,0,1,1,0,0,0,0,0,24,0,108,0,0,0,16,10,1,0,0,1
67,335,3,0,0,8,1,0,0,0,0,23,1,190,6,0,6,82,9,0,0,0,5
67,181,2,2,0,4,0,1,0,0,1,13,1,107,6,0,6,31,4,2,0,0,1
67,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,4,1,0,0,0,0
67,869,29,2,2,35,8,0,4,0,2,134,0,429,17,0,17,103,53,10,0,0,6
67,240,5,0,0,7,1,0,0,0,0,30,1,102,1,3,7,60,12,8,0,1,1
67,125,1,0,0,2,0,0,0,0,1,16,1,51,1,0,3,32,14,1,0,0,0
67,206,4,0,1,4,2,0,1,0,0,11,0,116,2,0,11,34,14,5,0,0,0
67,62,0,0,1,1,1,0,1,0,0,10,0,27,0,0,5,6,4,5,0,0,0
67,65,0,0,1,2,0,0,0,0,0,8,0,32,3,0,3,14,2,0,0,0,0
67,107,1,0,0,2,0,0,0,0,0,9,0,54,1,0,1,31,6,1,0,0,0
67,162,2,0,1,5,2,0,0,0,1,19,1,85,0,0,2,27,12,1,0,0,2
67,181,1,0,2,3,2,0,0,0,0,34,0,100,4,0,5,18,9,1,0,0,0
67,140,1,0,0,0,0,1,0,0,0,27,1,53,0,0,0,41,12,2,0,0,1
67,320,6,0,1,6,2,0,1,1,1,30,0,93,3,0,15,118,32,2,0,0,0
67,158,1,0,0,2,0,0,0,0,1,14,0,91,1,0,2,31,10,1,0,0,2
67,114,3,0,1,2,1,0,0,0,0,11,1,68,2,0,3,15,4,1,0,0,0
67,166,3,0,0,0,0,0,0,0,0,21,1,97,1,0,4,29,7,2,0,0,0
67,179,0,1,1,5,3,1,0,0,0,12,0,73,0,1,10,55,12,5,0,0,0
67,258,2,2,0,11,0,0,0,0,0,27,0,117,3,0,3,84,8,0,0,0,1
67,232,6,1,0,3,1,0,0,0,0,29,0,139,2,0,7,23,12,4,0,0,3
67,204,5,0,1,5,3,0,0,0,0,30,1,93,4,0,11,38,9,4,0,0,0
67,179,4,2,0,1,1,1,1,1,0,29,1,85,0,0,5,36,6,2,0,0,2
67,130,4,0,2,5,2,0,0,0,0,7,1,64,3,0,8,14,11,3,0,1,1
67,154,1,0,0,3,1,0,0,0,0,23,0,78,2,0,4,7,28,2,0,0,1
67,14,2,0,0,0,0,0,0,0,0,1,0,6,0,0,0,5,0,0,0,0,0
67,428,11,0,1,20,2,0,1,0,0,28,1,285,9,0,2,35,18,7,0,0,2
67,695,15,0,4,41,3,0,1,0,0,41,0,444,6,0,13,75,23,12,0,0,10
67,876,21,1,6,55,6,0,0,1,0,49,0,560,4,0,9,89,37,11,0,0,11
67,761,13,2,1,31,4,1,1,0,1,44,2,505,12,0,9,79,21,17,1,0,11
67,862,17,1,3,30,6,0,0,0,0,74,1,551,16,0,6,121,20,7,0,0,3
67,1288,28,1,7,85,7,1,3,0,0,59,2,879,22,0,11,131,31,12,0,0,0
67,788,9,2,3,49,3,0,1,0,1,41,2,561,7,0,0,70,19,4,0,0,2
67,1037,27,0,7,58,6,1,1,0,0,89,1,662,8,0,7,121,20,8,0,1,4
67,258,9,0,0,7,1,0,3,0,0,18,1,178,3,0,2,29,3,1,0,0,2
67,111,0,0,0,5,1,1,0,0,0,5,0,81,1,0,0,10,1,3,0,0,1
67,453,8,0,2,20,10,0,1,1,0,63,2,201,8,1,3,120,5,4,0,0,0
67,467,8,2,3,29,1,0,1,0,2,54,0,267,2,0,0,86,6,3,0,1,0
67,376,4,0,1,4,0,0,0,0,0,25,2,275,2,0,2,54,2,3,0,0,1
67,442,5,0,0,14,1,0,1,0,0,38,2,291,1,1,5,68,9,2,0,0,0
67,147,1,0,0,1,1,0,0,0,0,14,0,104,0,0,1,23,2,0,0,0,0
67,325,4,0,0,6,1,0,1,0,0,29,1,205,2,0,4,45,13,5,0,0,3
67,290,15,0,0,7,0,0,0,0,0,33,0,176,3,0,4,40,4,3,0,0,3
67,646,8,1,1,18,4,0,1,1,0,43,1,420,5,0,9,106,5,7,0,0,4
67,132,4,2,0,4,1,2,0,0,0,21,0,64,1,0,2,26,4,0,0,0,1
67,54,0,0,1,0,0,0,0,0,0,8,1,24,0,0,0,11,4,3,0,0,0
67,50,0,0,0,1,0,0,0,1,0,11,0,21,0,0,0,11,5,0,0,0,0
67,229,1,0,3,6,0,0,0,0,0,21,1,142,2,0,0,38,10,2,0,1,1
67,49,3,1,0,1,0,0,0,0,0,1,0,35,0,0,0,7,1,0,0,0,0
67,261,5,1,0,4,0,0,0,0,0,19,0,157,1,0,3,47,13,3,1,0,1
67,246,2,0,0,5,0,0,0,1,0,33,2,155,0,0,1,38,6,3,0,0,0
67,331,3,0,2,12,0,0,1,1,0,36,1,172,3,0,12,66,9,5,0,0,2
67,203,1,1,2,10,1,0,0,0,0,15,0,113,1,0,0,47,6,4,0,1,0
67,65,0,0,0,1,0,0,1,0,0,5,0,39,0,0,0,18,0,1,0,0,0
67,75,3,0,0,0,0,0,0,0,0,3,0,39,0,0,0,28,1,1,0,0,0
67,247,0,0,1,2,0,0,0,0,0,7,0,190,0,1,2,30,11,3,0,0,0
67,370,7,0,0,9,2,0,0,0,0,27,2,257,4,0,6,45,2,3,0,0,0
67,115,1,0,0,3,0,0,0,0,0,14,0,54,0,0,1,40,2,0,0,0,0
67,483,12,1,0,27,2,0,1,0,0,51,0,293,0,0,4,67,17,2,0,0,1
67,162,3,0,1,2,0,0,0,0,0,28,1,91,1,0,1,22,5,4,0,1,0
67,94,0,1,0,3,0,0,0,1,0,5,0,57,5,0,3,14,4,1,0,0,0
67,658,7,0,3,39,0,0,0,1,2,80,1,390,1,0,8,100,8,6,0,0,2
67,558,2,1,3,24,2,1,0,0,0,53,2,381,2,0,0,62,2,10,0,0,6
67,70,0,0,1,2,0,0,1,0,0,4,0,40,1,0,1,15,2,0,0,0,1
67,209,1,1,0,7,3,0,0,0,0,14,2,133,2,0,2,34,4,4,0,0,0
67,156,4,0,0,9,3,0,1,0,0,13,0,82,1,0,0,30,5,3,0,0,3
67,153,0,0,0,0,0,0,0,0,0,10,0,81,0,0,0,53,4,2,0,0,0
67,325,6,0,0,9,2,0,1,0,0,19,1,213,4,0,1,47,16,3,0,0,0
67,113,1,0,0,1,0,0,0,0,0,11,0,60,0,0,1,29,7,2,0,0,1
67,42,0,0,0,0,0,0,0,0,0,11,0,14,7,0,0,3,4,0,3,0,0
67,124,1,0,0,1,1,1,0,0,0,11,1,81,0,0,2,21,2,1,0,0,0
67,70,0,0,0,4,0,0,0,0,0,7,0,32,0,0,0,19,8,0,0,0,0
67,203,3,0,1,8,0,0,1,0,0,19,0,108,1,0,2,55,1,2,0,0,0
67,59,2,0,2,0,0,0,0,0,0,8,0,41,0,0,2,3,1,0,0,0,0
67,274,2,0,1,3,0,0,0,1,0,7,0,193,0,1,1,54,5,2,0,0,0
67,119,0,0,0,0,0,0,1,0,0,9,0,81,0,0,1,23,0,3,0,0,0
67,287,4,0,0,12,0,0,0,0,0,31,0,147,0,0,0,74,6,0,0,0,0
67,885,8,1,2,15,2,0,2,1,0,80,4,566,3,1,11,142,28,8,1,3,2
67,130,0,2,1,1,2,0,0,1,0,15,0,78,0,0,2,27,0,0,0,0,0
67,143,0,0,1,7,0,0,0,0,0,21,1,88,0,0,0,19,1,3,0,0,2
67,368,4,1,4,20,0,0,1,0,0,41,0,222,0,0,3,53,8,7,0,0,2
67,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
67,23,1,0,0,0,0,0,0,0,0,1,0,11,0,0,0,9,1,0,0,0,0
67,1169,14,1,6,31,4,0,4,0,0,128,0,758,9,1,9,136,39,13,1,0,5
67,1364,14,0,3,59,8,0,1,1,1,155,0,860,10,0,5,175,35,17,0,0,8
67,1202,25,2,1,24,3,0,1,1,0,167,2,729,5,2,15,158,35,12,1,0,4
67,1352,19,2,0,32,7,0,1,0,2,143,2,876,8,0,16,177,37,9,0,1,5
67,310,1,0,1,7,2,0,0,1,0,68,1,140,1,0,0,61,21,4,0,0,0
67,691,8,0,0,35,0,0,0,0,0,78,0,482,7,0,3,51,14,4,0,0,1
67,242,1,0,0,5,2,0,1,0,1,43,0,120,1,0,1,50,12,2,0,0,0
67,271,4,2,1,2,0,0,0,0,0,31,0,162,1,0,3,50,9,3,0,0,3
67,260,1,0,0,4,1,0,2,0,1,26,1,154,0,0,4,47,18,1,0,0,0
67,356,0,0,0,3,0,0,0,0,0,37,0,221,2,0,3,51,26,12,0,0,0
67,68,0,0,0,2,0,0,0,0,0,0,0,40,0,0,1,17,4,4,0,0,0
67,316,3,0,1,6,6,1,0,0,0,53,0,172,2,0,3,50,11,4,0,0,0
67,120,0,0,0,1,0,0,0,1,0,29,1,43,0,0,0,37,3,1,0,0,0
67,142,3,0,1,3,4,0,0,0,0,16,0,68,1,0,1,32,10,1,0,0,1
67,502,9,0,1,7,2,0,0,0,1,59,2,311,0,1,1,82,9,13,0,0,1
67,171,3,1,1,5,2,0,0,1,0,28,2,83,0,0,4,34,3,1,0,1,1
67,312,4,0,3,14,7,0,1,0,0,39,0,190,2,0,2,32,14,1,0,0,0
67,134,1,0,1,2,0,0,0,0,1,13,0,82,0,0,3,23,6,1,0,0,0
67,293,0,0,1,6,0,0,0,0,0,24,0,158,0,1,6,71,16,5,0,0,1
67,242,2,1,0,1,2,0,0,0,0,28,0,148,0,0,1,42,9,1,0,0,0
67,363,0,0,0,2,5,0,0,0,0,57,0,176,0,1,1,91,10,5,4,0,5
67,312,3,0,0,6,2,0,0,0,1,62,1,145,0,0,2,83,2,2,0,0,2
67,296,1,0,0,4,0,0,0,0,0,26,0,187,0,0,2,62,10,4,0,0,0
67,152,0,1,1,1,0,0,1,1,0,14,1,70,6,0,1,40,9,3,0,0,0
67,181,3,0,0,1,1,0,0,0,0,14,1,110,0,0,1,23,16,7,0,0,1
67,236,4,0,0,3,1,0,0,0,0,9,0,160,1,0,1,41,10,4,0,0,0
67,129,2,0,0,1,0,0,0,0,0,9,0,72,0,0,1,18,22,1,0,0,2
67,149,1,0,1,1,1,0,0,0,0,24,0,84,0,0,0,26,9,1,0,0,0
67,181,4,1,1,1,1,0,0,0,0,18,0,99,0,1,2,31,17,2,0,1,0
67,106,1,0,0,0,0,0,0,0,2,5,1,55,0,0,1,28,7,5,0,0,0
67,322,3,1,1,2,3,0,2,0,0,44,0,160,3,0,3,71,13,3,0,1,1
67,168,1,0,0,0,2,0,0,0,0,10,0,107,0,0,5,28,11,2,0,0,1
67,173,2,0,2,5,0,0,0,0,0,25,0,87,0,1,2,25,15,7,1,0,1
67,175,0,0,0,6,1,0,0,0,0,13,0,79,0,0,0,61,10,0,0,1,1
67,165,1,0,2,2,3,0,2,1,1,16,0,94,0,0,7,17,13,2,0,0,0
67,132,1,0,0,2,4,0,0,0,1,26,0,61,0,0,6,23,1,2,0,0,0
67,193,4,2,2,3,0,0,0,0,0,16,0,107,1,0,2,42,11,1,0,0,1
67,98,0,1,0,1,0,0,0,0,0,6,0,67,0,0,0,16,4,1,0,0,0
67,404,2,1,2,18,3,0,0,0,0,39,1,252,3,0,0,65,5,6,0,0,3
67,68,2,0,0,0,0,0,0,0,0,3,1,21,0,0,0,28,12,0,1,0,0
67,149,0,0,0,10,2,0,2,0,2,14,0,62,0,0,3,38,11,2,0,1,0
67,114,0,0,1,4,0,0,0,0,0,5,0,57,0,0,1,33,9,2,0,0,0
67,176,1,0,2,3,1,0,0,1,0,22,1,75,0,0,4,50,12,1,0,1,0
67,127,0,0,0,1,0,0,0,0,1,21,2,46,0,0,1,51,4,0,0,0,0
67,722,12,1,3,21,5,0,3,1,1,57,0,428,8,0,4,122,31,7,0,0,8
67,336,0,0,1,6,1,0,1,0,0,23,0,204,2,1,2,57,27,6,0,1,2
67,31,1,0,0,2,0,0,0,0,0,2,0,15,0,0,0,7,3,0,0,0,0
67,1497,14,0,3,70,2,0,1,0,0,139,1,925,16,0,17,250,24,9,0,1,16
67,1615,27,0,1,65,3,0,3,0,1,164,2,961,22,0,17,296,22,13,1,0,8
67,1432,30,0,5,52,2,0,3,0,1,172,1,820,9,1,14,280,19,9,0,0,6
67,950,8,1,2,37,1,0,3,0,1,98,0,612,9,1,12,130,14,5,0,0,11
67,1445,23,2,4,70,4,1,0,0,0,155,0,920,14,0,10,184,23,12,0,1,15
67,1562,28,2,2,71,3,0,4,0,0,158,0,966,19,0,14,237,19,15,0,0,13
67,1659,15,0,3,81,1,0,3,0,0,174,0,1000,24,0,17,273,33,17,0,0,10
67,1247,18,2,7,57,5,0,3,0,1,114,8,766,16,0,18,168,25,19,0,0,9
67,1667,27,0,6,95,4,0,5,0,0,159,3,1029,12,0,11,215,45,26,1,0,14
67,1630,24,1,7,97,5,1,1,1,0,147,1,1040,23,0,6,211,30,9,0,1,8
67,37,0,0,0,1,0,0,0,0,0,4,0,17,1,0,1,10,1,1,0,0,0
67,1203,35,4,3,74,16,2,8,2,1,93,1,662,64,2,22,81,95,13,0,0,9
68,58,3,0,0,1,0,0,2,0,0,3,0,36,1,0,1,7,4,0,0,0,0
68,796,10,3,2,39,5,0,2,0,0,58,1,480,5,0,14,136,21,7,0,0,1
68,670,11,0,4,48,1,0,4,0,3,49,1,449,6,0,2,67,7,10,0,0,5
68,463,10,1,2,16,2,0,0,0,0,30,0,261,2,0,2,98,20,10,0,0,2
68,771,12,2,6,48,2,0,3,0,0,67,0,491,3,1,4,99,18,7,0,0,3
68,715,5,1,1,22,0,0,0,0,1,43,1,503,5,0,1,97,14,9,0,0,3
68,492,9,0,0,23,0,0,0,0,0,43,0,312,5,0,4,83,3,4,0,0,0
68,460,4,0,1,10,1,0,0,0,0,34,1,258,0,0,3,132,8,4,0,0,0
68,577,4,2,3,17,0,0,0,0,0,40,1,389,7,0,3,86,14,1,0,0,4
68,744,3,2,4,14,4,1,1,0,1,53,0,558,3,0,8,57,15,12,0,0,0
68,648,10,1,2,14,1,0,2,2,0,45,0,482,2,0,5,52,17,5,1,0,2
68,208,7,0,1,2,1,0,0,1,2,12,3,130,1,0,5,31,9,1,0,0,0
68,409,6,0,0,14,3,0,0,0,0,48,0,227,3,0,2,89,7,7,0,0,0
68,207,3,1,0,5,0,0,0,0,0,25,0,129,4,0,0,27,5,3,0,0,2
68,227,2,0,0,1,0,0,0,0,2,19,0,162,0,0,0,34,3,2,0,0,0
68,404,6,1,2,16,1,0,0,1,1,32,1,269,2,1,4,54,6,2,0,0,0
68,282,3,1,0,7,1,0,0,0,1,14,1,156,1,0,0,80,12,1,0,0,1
68,1285,16,0,4,64,0,1,1,0,0,97,2,924,4,0,7,128,8,7,0,0,6
68,326,0,1,0,11,0,0,1,0,0,40,0,191,6,0,3,55,7,6,1,0,1
68,453,3,0,2,10,3,0,0,1,1,54,0,263,0,0,3,92,12,4,0,0,0
68,195,3,1,0,10,1,0,0,0,0,10,0,93,0,0,4,61,4,6,0,0,1
68,131,0,0,1,0,0,0,0,0,0,14,0,85,0,0,0,25,3,0,1,0,1
68,406,3,0,1,11,2,0,0,0,1,41,0,267,3,0,0,57,6,4,0,0,2
68,444,4,0,4,19,1,0,0,0,0,24,2,278,1,0,1,86,15,2,0,0,4
68,390,1,4,0,10,1,0,0,1,0,23,0,277,2,1,5,42,4,3,0,0,1
68,550,10,0,0,17,7,0,1,0,1,41,0,340,5,0,4,82,19,5,0,0,1
68,214,2,0,0,2,0,0,0,0,0,21,0,116,2,0,3,55,4,7,0,0,1
68,434,2,1,2,6,2,1,1,0,0,56,0,274,2,0,6,59,13,4,0,0,0
68,164,2,0,0,7,0,0,0,0,1,12,0,89,1,2,0,42,4,1,1,0,0
68,224,3,0,1,9,1,0,0,0,2,26,0,114,2,0,9,46,6,3,0,0,0
68,203,2,0,0,2,1,0,0,0,0,24,0,129,2,0,0,31,7,4,0,0,1
68,323,2,0,1,7,0,0,0,0,0,24,0,243,2,0,3,28,6,2,0,0,0
68,269,1,1,0,3,3,0,3,0,0,25,0,165,0,0,1,54,5,3,0,1,0
68,293,5,0,2,10,0,0,2,0,0,24,2,149,0,0,3,83,9,1,1,0,0
68,97,0,0,1,5,0,0,0,0,0,8,1,47,0,0,1,27,3,3,0,0,0
68,572,2,0,0,23,3,0,0,1,0,64,2,298,7,0,5,146,7,4,0,0,1
68,1072,18,1,9,72,22,1,2,1,0,95,0,615,16,0,8,136,49,7,2,0,2
68,192,1,2,1,1,4,0,0,0,1,14,1,109,0,0,0,47,6,1,0,0,0
68,347,3,0,1,20,2,0,0,0,0,24,0,211,1,0,1,76,2,2,0,0,0
68,144,2,0,2,3,0,1,0,0,0,9,0,87,1,0,1,30,6,2,0,0,0
68,611,8,2,1,15,6,1,3,0,3,47,1,431,5,0,4,69,4,4,0,0,1
68,167,1,0,0,1,1,0,0,0,0,14,1,128,0,0,1,16,1,1,0,0,1
68,328,1,0,1,9,0,0,0,0,0,33,1,214,1,0,0,56,5,1,0,0,0
68,126,0,0,0,1,1,0,0,0,0,5,1,51,0,0,4,57,1,2,0,0,0
68,421,10,0,1,10,1,0,1,0,0,28,0,260,1,0,3,79,13,4,0,0,2
68,46,1,0,1,2,0,0,0,0,1,6,0,26,0,0,0,4,4,1,0,0,0
68,415,7,1,1,22,2,0,0,1,0,34,0,273,4,0,5,48,9,4,0,0,1
68,672,13,0,3,28,4,0,0,1,0,57,0,447,7,0,5,78,16,9,0,0,2
68,646,11,0,0,25,2,0,0,0,0,82,1,366,11,0,4,93,14,22,0,0,6
68,667,7,0,2,21,2,0,1,0,1,75,0,394,4,1,5,116,20,7,1,1,2
68,240,2,0,1,2,1,0,0,0,0,19,1,172,2,0,4,24,7,1,0,0,3
68,74,0,0,0,0,0,0,0,0,0,5,0,51,0,0,1,14,1,2,0,0,0
68,145,0,0,0,0,0,0,0,0,1,23,0,70,1,0,1,42,2,4,0,0,0
68,125,2,0,0,0,0,0,0,1,0,4,1,85,1,0,2,26,1,0,0,0,0
68,280,5,1,1,7,1,0,0,0,0,29,1,158,7,0,9,37,19,3,0,0,1
68,134,1,0,1,6,1,0,0,0,0,9,0,80,2,0,0,29,2,0,1,0,1
68,514,2,3,1,15,3,0,2,0,1,68,0,269,3,0,10,106,14,14,0,0,2
68,255,2,0,1,8,1,0,0,0,0,22,0,143,1,0,1,61,5,2,1,0,3
68,160,1,0,1,2,0,0,0,0,0,24,0,103,0,0,0,22,4,3,0,0,0
68,151,0,0,0,1,0,0,0,0,0,25,0,90,1,0,1,29,3,1,0,0,0
68,285,1,0,0,0,0,0,0,0,0,29,0,171,2,0,1,56,15,5,0,0,0
68,166,2,0,0,2,0,0,0,0,0,11,1,109,1,0,3,24,9,3,0,0,0
68,357,2,0,0,13,1,0,0,0,0,41,0,209,2,0,6,70,9,1,0,0,1
68,133,1,0,0,6,0,0,0,0,1,15,0,73,1,0,0,26,7,1,0,0,1
68,145,0,0,1,2,0,0,1,0,0,20,1,70,0,0,1,38,7,2,0,0,0
68,195,2,0,0,4,0,0,0,0,0,17,0,123,0,0,1,44,1,1,1,0,0
68,126,3,0,0,2,0,0,0,0,1,5,0,87,2,0,1,13,5,5,0,0,1
68,223,1,0,0,4,0,0,0,0,1,21,1,156,0,0,4,29,3,3,0,0,0
68,342,5,0,0,12,1,0,0,1,1,25,0,199,2,1,0,61,12,17,0,1,0
68,248,3,0,0,11,0,0,1,0,0,30,1,160,3,0,0,30,6,2,0,0,1
68,100,0,0,0,2,0,1,0,0,1,11,0,62,2,0,2,10,6,0,0,0,0
68,175,2,0,1,9,0,0,0,0,1,23,0,90,3,0,1,36,4,2,0,0,1
68,47,1,0,1,1,0,0,0,0,0,8,0,22,1,0,1,10,0,1,0,0,1
68,613,16,1,0,13,1,0,2,0,1,53,1,371,3,0,3,114,16,13,0,1,1
68,90,0,0,0,1,0,0,0,0,0,5,0,52,1,0,2,23,3,1,0,0,0
68,172,0,1,0,5,1,0,0,0,0,18,0,103,3,0,0,28,8,4,0,0,0
68,10,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,1,0,0,0
68,633,9,0,4,34,4,0,0,0,0,38,0,457,3,0,9,55,7,4,0,0,3
68,351,6,0,3,12,2,0,1,1,0,43,0,209,5,0,1,39,13,12,0,0,0
68,206,4,0,1,8,0,0,3,0,0,14,0,128,1,0,2,31,6,3,0,0,2
68,212,2,0,0,4,1,0,0,0,0,27,1,137,1,0,1,29,3,2,0,0,0
68,235,17,0,0,8,4,0,2,0,0,14,1,126,0,0,4,41,8,6,0,0,1
68,194,1,0,0,5,3,1,0,0,0,21,0,112,1,0,6,36,4,2,0,0,0
68,151,1,0,0,2,0,0,0,0,0,11,0,102,0,0,2,20,2,2,1,0,4
68,427,2,1,1,13,4,1,2,0,0,23,0,290,3,0,5,46,10,18,0,0,2
68,929,21,0,3,23,2,0,2,0,0,59,0,645,5,1,5,107,23,11,0,0,4
68,414,4,4,1,8,1,0,0,0,1,38,0,290,0,1,0,41,15,5,0,0,1
68,95,2,0,0,0,0,0,1,0,0,3,0,66,1,0,0,16,5,0,0,0,0
68,263,1,1,0,10,0,0,1,1,0,19,0,170,2,0,0,43,3,7,0,0,0
68,266,6,0,0,3,0,0,0,0,0,30,0,170,1,0,2,46,4,3,1,0,0
68,825,13,0,7,49,3,0,1,1,1,55,2,532,24,0,8,72,27,11,1,0,3
68,202,6,0,1,12,0,0,0,0,0,14,1,123,2,0,1,33,4,0,0,0,0
68,88,0,0,2,1,0,1,0,2,0,15,0,37,1,1,1,23,3,0,0,0,0
68,330,5,0,2,8,0,0,0,0,0,20,0,210,3,0,4,47,7,18,1,0,4
68,264,1,0,0,5,6,0,1,0,0,28,0,164,1,0,7,36,5,6,0,0,0
68,1470,24,1,7,58,7,1,5,0,1,95,1,1011,11,0,7,166,34,18,0,0,11
68,323,6,0,2,9,2,0,0,0,1,32,1,215,1,0,1,29,13,7,0,0,3
68,336,2,0,3,9,2,1,0,0,0,26,1,248,4,0,2,26,3,4,0,0,2
68,654,7,0,0,26,10,0,1,0,0,51,0,382,9,0,7,103,27,21,0,0,1
68,122,1,0,0,3,0,0,0,0,0,10,0,61,0,0,3,33,1,8,0,0,0
68,1426,36,3,9,68,4,0,1,1,0,88,3,963,27,0,10,122,52,21,0,1,7
68,110,1,0,1,3,1,0,0,0,1,10,0,56,0,0,1,29,2,1,0,0,0
68,980,14,0,2,41,4,0,3,0,0,68,1,672,16,0,3,107,22,15,0,0,2
68,199,3,2,0,5,1,2,2,0,0,23,1,98,2,0,6,32,2,2,0,0,2
68,578,17,0,0,22,1,0,0,1,1,57,1,389,3,0,7,45,22,4,1,0,1
68,187,1,0,2,12,1,0,0,0,0,12,0,95,3,0,16,27,7,6,0,0,1
68,338,2,1,4,21,4,0,1,0,0,23,0,224,4,0,2,32,2,2,0,0,7
68,605,7,0,3,35,2,0,2,0,0,45,0,430,4,0,3,41,15,7,0,0,4
68,325,1,2,0,16,3,0,0,0,0,19,0,211,2,0,2,47,11,4,1,0,2
68,1004,11,0,2,11,2,0,0,0,1,97,1,647,3,2,10,156,15,21,1,0,7
68,262,0,0,3,10,1,0,0,0,0,16,0,157,1,0,1,55,8,5,0,0,1
68,140,0,0,0,5,1,0,0,0,1,3,1,110,3,0,0,11,0,2,0,0,1
68,1452,14,0,3,40,2,0,5,1,0,88,0,1012,13,0,3,219,17,12,1,0,6
68,397,6,0,0,13,1,0,1,0,1,25,1,300,1,0,0,23,10,8,0,0,1
68,327,0,1,0,10,3,0,3,0,1,20,0,238,2,0,2,30,9,3,0,0,4
68,723,9,0,5,28,1,0,1,0,0,76,1,453,3,0,14,95,14,8,0,0,6
68,765,12,1,5,54,2,0,0,0,0,51,1,461,2,0,2,129,13,24,0,1,3
68,288,4,0,0,22,0,0,0,0,0,20,0,189,1,0,2,37,7,4,1,1,0
68,401,6,0,0,2,2,0,1,0,0,30,0,248,0,0,2,87,10,8,0,0,0
68,403,2,0,3,24,6,0,1,0,1,27,3,267,5,0,10,32,10,3,0,0,3
68,1358,12,1,12,89,14,0,2,0,2,109,2,835,13,0,11,140,56,17,1,0,12
68,1411,14,3,6,107,12,0,2,1,0,102,2,899,18,2,16,138,53,16,0,0,7
68,1195,26,2,5,85,34,0,1,4,0,64,0,673,41,1,29,68,104,26,0,0,12
68,878,24,3,4,67,18,0,3,0,0,47,2,494,16,0,24,55,91,14,0,0,2
68,1226,30,0,3,118,31,0,5,5,0,79,1,669,48,0,44,69,84,21,1,1,6
68,430,2,0,7,14,5,0,0,0,2,48,1,222,6,0,1,91,19,4,0,1,2
68,705,9,1,1,31,1,1,0,0,0,59,1,490,2,0,0,77,20,9,0,0,0
68,192,1,0,0,13,0,0,0,0,0,16,0,129,2,0,0,12,17,0,0,0,0
