"","deputat","partia","perc_for","votes_for","tvo","oblast","year","tvo_pres","pres_candidate","pres_perc_for","pres_votes_for"
"1344","Великач Зеновій Мирославович","самовисування",0.49,576,118,"Львівська область",2012,120,NA,0,0
"1345","Свелеба Ярослав Богданович","політична партія Українська Національна Асамблея",0.39,459,118,"Львівська область",2012,120,NA,0,0
"1346","Снєгирьов Дмитро Васильович","самовисування",0.35,412,118,"Львівська область",2012,120,NA,0,0
"1347","Іщук Андрій Богданович","Народна Партія",0.28,332,118,"Львівська область",2012,120,"Литвин",0.732202914798206,1045
"1348","Сех Ірина Ігорівна","політична партія Всеукраїнське об’єднання ""Свобода""",64.86,67784,119,"Львівська область",2012,121,"Тягнибок",6.23542370949975,8208
"1349","Сенчук Сергій Степанович","самовисування",10.68,11168,119,"Львівська область",2012,121,NA,0,0
"1350","Щепанкевич Іван Станіславович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",6.9,7216,119,"Львівська область",2012,121,NA,0,0
"1351","Коб’ялковський Михайло Степанович","Партія регіонів",4.82,5039,119,"Львівська область",2012,121,"Янукович",4.81103050100657,6333
"1352","Кожан Володимир Дмитрович","самовисування",4.09,4279,119,"Львівська область",2012,121,NA,0,0
"1353","Андрущенко Андрій Олександрович","самовисування",3.12,3265,119,"Львівська область",2012,121,NA,0,0
"1354","Яремків Ольга Михайлівна","політична партія ""Наша Україна""",1.71,1794,119,"Львівська область",2012,121,"Ющенко",18.8726402552513,24843
"1355","Стецик Юрій Михайлович","Комуністична партія України",1.17,1229,119,"Львівська область",2012,121,"Симоненко",0.765753788885935,1008
"1356","Шульба Михайло Степанович","самовисування",1.05,1104,119,"Львівська область",2012,121,NA,0,0
"1357","Матвієнко Ігор Володимирович","Народна Партія",0.69,730,119,"Львівська область",2012,121,"Литвин",0.976184145553994,1285
"1358","Туркевич Леся Йосипівна","Українська партія ""Зелена планета""",0.51,537,119,"Львівська область",2012,121,NA,0,0
"1359","Тлємішок Наталія Олександрівна","самовисування",0.34,360,119,"Львівська область",2012,121,NA,0,0
"1360","Дубневич Ярослав Васильович","самовисування",47.04,50330,120,"Львівська область",2012,122,NA,0,0
"1361","Чорновол Тетяна Миколаївна","політична партія Всеукраїнське об’єднання ""Батьківщина""",38.88,41605,120,"Львівська область",2012,122,"Тимошенко",35.2870958604783,34882
"1362","Тиндик Андрій Богданович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",4.71,5045,120,"Львівська область",2012,122,NA,0,0
"1363","Куп’як Іван Петрович","політична партія Конгрес Українських Націоналістів",2.95,3162,120,"Львівська область",2012,122,NA,0,0
"1364","Білак Іван Іванович","Партія регіонів",2.84,3042,120,"Львівська область",2012,122,"Янукович",3.79354995346579,3750
"1365","Денькович Іван Васильович","самовисування",2.31,2477,120,"Львівська область",2012,122,NA,0,0
"1366","Галамай Йосиф Іванович","Народна Партія",0.54,586,120,"Львівська область",2012,122,"Литвин",0.757698377372233,749
"1367","Алексюк Леонід Михайлович","Комуністична партія України",0.36,389,120,"Львівська область",2012,122,"Симоненко",0.256949783514749,254
"1368","Петришин Андрій Михайлович","Партія ""Громадянська солідарність""",0.32,353,120,"Львівська область",2012,122,NA,0,0
"1369","Ілик Роман Романович","політична партія Всеукраїнське об’єднання ""Батьківщина""",49.11,54641,121,"Львівська область",2012,123,"Тимошенко",38.2747617798759,52539
"1370","Барнацький Павло Степанович","самовисування",9.65,10744,121,"Львівська область",2012,123,NA,0,0
"1371","Курус Ігор Федорович","самовисування",7.11,7913,121,"Львівська область",2012,123,NA,0,0
"1372","Задорожний Михайло Леонович","самовисування",6.57,7313,121,"Львівська область",2012,123,NA,0,0
"1373","Гук Микола Петрович","самовисування",4.44,4947,121,"Львівська область",2012,123,NA,0,0
"1374","Конц Віктор Ярославович","самовисування",3.91,4358,121,"Львівська область",2012,123,NA,0,0
"1375","Лагодич Микола Миколайович","самовисування",3.54,3944,121,"Львівська область",2012,123,NA,0,0
"1376","Возняк Віктор Франкович","самовисування",2.96,3302,121,"Львівська область",2012,123,NA,0,0
"1377","Янковський Михайло Петрович","Партія регіонів",2.9,3227,121,"Львівська область",2012,123,"Янукович",6.41955881924411,8812
"1378","Зубицька Наталія Петрівна","Українська партія ""Зелена планета""",1.62,1806,121,"Львівська область",2012,123,NA,0,0
"1379","Курчик Тарас Михайлович","самовисування",1.51,1680,121,"Львівська область",2012,123,NA,0,0
"1380","Задорожний Іван Маркович","самовисування",1.23,1370,121,"Львівська область",2012,123,NA,0,0
"1381","Гентош Тарас Йосифович","політична партія Конгрес Українських Націоналістів",1.1,1227,121,"Львівська область",2012,123,NA,0,0
"1382","Сендак Михайло Дмитрович","самовисування",1.06,1187,121,"Львівська область",2012,123,NA,0,0
"1383","Одрехівський Микола Васильович","самовисування",0.96,1079,121,"Львівська область",2012,123,NA,0,0
"1384","Старовойтова Валентина Михайлівна","Комуністична партія України",0.79,880,121,"Львівська область",2012,123,"Симоненко",0.49975230935105,686
"1385","Тустановський Микола Миронович","Політична партія Українська платформа ""СОБОР""",0.62,698,121,"Львівська область",2012,123,NA,0,0
"1386","Грабовський Святослав Мирославович","Українська Національна Консервативна партія",0.45,509,121,"Львівська область",2012,123,NA,0,0
"1387","Трощановський Костянтин Анатолійович","самовисування",0.2,230,121,"Львівська область",2012,123,NA,0,0
"1388","Соколов Віктор Михайлович","Народно-демократична партія",0.17,195,121,"Львівська область",2012,123,"Супрун",0.29285776728735,402
"1389","Пазиняк Василь Степанович","політична партія Всеукраїнське об’єднання ""Батьківщина""",55.86,66195,122,"Львівська область",2012,124,"Тимошенко",30.8696058035952,46297
"1390","Козак Тарас Романович","самовисування",36.54,43305,122,"Львівська область",2012,124,NA,0,0
"1391","Савуляк Сергій Маркіянович","самовисування",2.24,2664,122,"Львівська область",2012,124,NA,0,0
"1392","Бабій Григорій Ярославович","самовисування",1.05,1253,122,"Львівська область",2012,124,NA,0,0
"1393","Босий Володимир Ігорович","Партія регіонів",0.83,989,122,"Львівська область",2012,124,"Янукович",4.07131807755908,6106
"1394","Сміщук Сергій Леонідович","політична партія ""Наша Україна""",0.7,837,122,"Львівська область",2012,124,"Ющенко",38.5068277591081,57751
"1395","Жук Ганна Михайлівна","Народна Партія",0.59,702,122,"Львівська область",2012,124,"Литвин",0.719448445084547,1079
"1396","Якимович Богдан Зіновійович","самовисування",0.44,530,122,"Львівська область",2012,124,NA,0,0
"1397","Гаршин Віктор Миколайович","Комуністична партія України",0.42,508,122,"Львівська область",2012,124,"Симоненко",0.216034565530485,324
"1398","Глова Ігор Григорович","самовисування",0.38,457,122,"Львівська область",2012,124,NA,0,0
"1399","Франко Степан Михайлович","самовисування",0.34,413,122,"Львівська область",2012,124,NA,0,0
"1400","Величко Роман Андрійович","Українська Національна Консервативна партія",0.3,364,122,"Львівська область",2012,124,NA,0,0
"1401","Басараба Петро Дмитрович","Соціалістична партія України",0.23,273,122,"Львівська область",2012,124,"Мороз",0.0860137622019523,129
"1402","Котеляк Лідія Леонідівна","політична партія Всеукраїнське об’єднання ""Батьківщина""",30.12,31322,123,"Львівська область",2012,125,"Тимошенко",35.3482153048413,43356
"1403","Батенко Тарас Іванович","самовисування",23.52,24455,123,"Львівська область",2012,125,NA,0,0
"1404","Шкляр Василь Миколайович","Політична партія Українська платформа ""СОБОР""",21.39,22242,123,"Львівська область",2012,125,NA,0,0
"1405","Сірків Михайло Миколайович","самовисування",12.49,12992,123,"Львівська область",2012,125,NA,0,0
"1406","Федорів Лариса Йосипівна","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",4.97,5169,123,"Львівська область",2012,125,NA,0,0
"1407","Оприско Микола Васильович","самовисування",1.95,2034,123,"Львівська область",2012,125,NA,0,0
"1408","Дубик Ігор Іванович","Партія регіонів",1.49,1556,123,"Львівська область",2012,125,"Янукович",3.09570009946679,3797
"1409","Петришин Петро Васильович","Соціалістична партія України",1.21,1267,123,"Львівська область",2012,125,"Мороз",0.106804506987135,131
"1410","Канака Остап Тарасович","самовисування",0.97,1018,123,"Львівська область",2012,125,NA,0,0
"1411","Свистович Ігор Михайлович","Партія Наталії Королевської ""Україна – Вперед!""",0.85,892,123,"Львівська область",2012,125,NA,0,0
"1412","Бродецький Анатолій Миколайович","Комуністична партія України",0.57,596,123,"Львівська область",2012,125,"Симоненко",0.282094346698844,346
"1413","Заваруєв Анатолій Михайлович","самовисування",0.4,422,123,"Львівська область",2012,125,NA,0,0
"1414","Курпіль Степан Володимирович","політична партія Всеукраїнське об’єднання ""Батьківщина""",61.73,60764,124,"Львівська область",2012,126,"Тимошенко",44.844320963724,62465
"1415","Криштопа Микола Григорович","самовисування",21.7,21361,124,"Львівська область",2012,126,NA,0,0
"1416","Дідусь Роман Іванович","політична партія Конгрес Українських Націоналістів",6,5906,124,"Львівська область",2012,126,NA,0,0
"1417","Осміловський Денис Васильович","самовисування",3.52,3472,124,"Львівська область",2012,126,NA,0,0
"1418","Заболотній Анатолій Григорович","Партія регіонів",2.73,2689,124,"Львівська область",2012,126,"Янукович",5.48053383874279,7634
"1419","Вавриньчук Алла Дмитрівна","Комуністична партія України",1.41,1395,124,"Львівська область",2012,126,"Симоненко",0.279267443446548,389
"1420","Абаімов Василь Петрович","Українська Національна Консервативна партія",1.03,1017,124,"Львівська область",2012,126,NA,0,0
"1421","Кравченко Ярослав Валентинович","політична партія Українська Національна Асамблея",1,989,124,"Львівська область",2012,126,NA,0,0
"1422","Лешик Володимир Іванович","самовисування",0.84,835,124,"Львівська область",2012,126,NA,0,0
"1423","Тягнибок Андрій Ярославович","політична партія Всеукраїнське об’єднання ""Свобода""",35.61,37968,125,"Львівська область",2012,127,"Тягнибок",5.19454899825612,6583
"1424","Лопушанський Андрій Ярославович","політична партія Конгрес Українських Націоналістів",27.56,29384,125,"Львівська область",2012,127,NA,0,0
"1425","Пукшин Ігор Гелярович","самовисування",19.74,21055,125,"Львівська область",2012,127,NA,0,0
"1426","Гичка Михайло Михайлович","самовисування",11.57,12337,125,"Львівська область",2012,127,NA,0,0
"1427","Шикітка Дмитро Миронович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",1.98,2121,125,"Львівська область",2012,127,NA,0,0
"1428","Щекун Василь Йосипович","Партія регіонів",1.33,1428,125,"Львівська область",2012,127,"Янукович",4.53250637186437,5744
"1429","Семкович Степан Миронович","самовисування",0.61,655,125,"Львівська область",2012,127,NA,0,0
"1430","Мельник Олена Остапівна","Комуністична партія України",0.44,475,125,"Львівська область",2012,127,"Симоненко",0.669144394732066,848
"1431","Балишин Михайло Петрович","Народна Партія",0.35,381,125,"Львівська область",2012,127,"Литвин",0.715700431629698,907
"1432","Копач Ігор Дмитрович","самовисування",0.24,263,125,"Львівська область",2012,127,NA,0,0
"1433","Ропецький Володимир Адамович","самовисування",0.19,209,125,"Львівська область",2012,127,NA,0,0
"1434","Босак Володимир Зіновійович","Українська партія ""Зелена планета""",0.17,189,125,"Львівська область",2012,127,NA,0,0
"1435","Завійський Роман Богданович","самовисування",0.13,148,125,"Львівська область",2012,127,NA,0,0
"1436","Канівець Олег Леонідович","політична партія Всеукраїнське об’єднання ""Батьківщина""",41.2,43000,126,"Львівська область",2012,128,"Тимошенко",36.9060137031257,55104
"1437","Кіт Андрій Богданович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",25.04,26139,126,"Львівська область",2012,128,NA,0,0
"1438","Тенюх Ігор Йосифович","самовисування",21.49,22435,126,"Львівська область",2012,128,NA,0,0
"1439","Канівець Сергій Миколайович","самовисування",4.19,4377,126,"Львівська область",2012,128,NA,0,0
"1440","Осташ Ігор Іванович","самовисування",3.15,3295,126,"Львівська область",2012,128,NA,0,0
"1441","Загородний Василь Іванович","Партія регіонів",2,2094,126,"Львівська область",2012,128,"Янукович",3.85241345129898,5752
"1442","Сидоренко Олександр Нестерович","Комуністична партія України",0.95,992,126,"Львівська область",2012,128,"Симоненко",0.426632018163674,637
"1443","Семенюк Анна Богданівна","політична партія ""Наша Україна""",0.78,823,126,"Львівська область",2012,128,"Ющенко",35.1097388636988,52422
"1444","Михайлишин Петро Степанович","самовисування",0.7,732,126,"Львівська область",2012,128,NA,0,0
"1445","Гурський Володимир Сергійович","Українська партія ""Зелена планета""",0.23,248,126,"Львівська область",2012,128,NA,0,0
"1446","Рябошапко Василь Іванович","Політична партія ""НОВА ПОЛІТИКА""",0.12,127,126,"Львівська область",2012,128,NA,0,0
"1447","Муряш Андрій Богданович","Народна Партія",0.09,100,126,"Львівська область",2012,128,"Литвин",0.624208855460823,932
"1448","Наконечний Володимир Леонтієвич","Партія регіонів",45.77,35177,127,"Миколаївська область",2012,129,"Янукович",51.6804096091448,69444
"1449","Матвєєв Володимир Йосипович","Комуністична партія України",15.72,12085,127,"Миколаївська область",2012,129,"Симоненко",5.18709254904296,6970
"1450","Шевченко Євген Валерійович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",9.08,6980,127,"Миколаївська область",2012,129,NA,0,0
"1451","Задирко Геннадій Олександрович","самовисування",8.49,6525,127,"Миколаївська область",2012,129,NA,0,0
"1452","Юрлов Павло Олегович","політична партія Всеукраїнське об’єднання ""Свобода""",7.4,5691,127,"Миколаївська область",2012,129,"Тягнибок",0.749412079897598,1007
"1453","Тимошин Володимир Володимирович","Партія Наталії Королевської ""Україна – Вперед!""",5.86,4503,127,"Миколаївська область",2012,129,NA,0,0
"1454","Іванов Володимир Володимирович","самовисування",4.81,3700,127,"Миколаївська область",2012,129,NA,0,0
"1455","Гарматюк Сергій Васильович","Політична партія ""Вітчизна""",1.71,1320,127,"Миколаївська область",2012,129,NA,0,0
"1456","Яремич Андрій Леонідович","самовисування",0.62,484,127,"Миколаївська область",2012,129,NA,0,0
"1457","Плужніков Михайло Броніславович","політична партія Єдиний Центр",0.49,378,127,"Миколаївська область",2012,129,NA,0,0
"1458","Ільюк Артем Олександрович","Партія регіонів",37.96,31340,128,"Миколаївська область",2012,130,"Янукович",53.1006359357597,59118
"1459","Ісаков Сергій Михайлович","самовисування",22.58,18645,128,"Миколаївська область",2012,130,NA,0,0
"1460","Мудрак Олег Іванович","політична партія Всеукраїнське об’єднання ""Батьківщина""",12.69,10483,128,"Миколаївська область",2012,130,"Тимошенко",10.70402040743,11917
"1461","Пучков Сергій Євгенійович","Комуністична партія України",10.39,8584,128,"Миколаївська область",2012,130,"Симоненко",5.04706643193332,5619
"1462","Макар’ян Давид Борисович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",7.5,6198,128,"Миколаївська область",2012,130,NA,0,0
"1463","Паливода Сергій Миколайович","самовисування",2.72,2246,128,"Миколаївська область",2012,130,NA,0,0
"1464","Виноградський Максим Павлович","Партія Наталії Королевської ""Україна – Вперед!""",1.42,1180,128,"Миколаївська область",2012,130,NA,0,0
"1465","Найда Олег Володимирович","самовисування",1.3,1074,128,"Миколаївська область",2012,130,NA,0,0
"1466","Бондаренко Євгенія Сергіївна","Партія ""Руський блок""",1.11,924,128,"Миколаївська область",2012,130,NA,0,0
"1467","Волошин Юрій Миколайович","ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНА МАЙБУТНЬОГО""",1.02,850,128,"Миколаївська область",2012,130,NA,0,0
"1468","Данилевська Надія Леонідівна","самовисування",0.69,571,128,"Миколаївська область",2012,130,NA,0,0
"1469","Іовенко Катерина Вікторівна","самовисування",0.55,457,128,"Миколаївська область",2012,130,NA,0,0
"1470","Жук Микола Васильович","Партія регіонів",48.04,34120,129,"Миколаївська область",2012,131,"Янукович",51.438196915777,54203
"1471","Жолобецький Олександр Олександрович","самовисування",28.03,19907,129,"Миколаївська область",2012,131,NA,0,0
"1472","Воронцов Михайло Юрійович","Комуністична партія України",12.71,9029,129,"Миколаївська область",2012,131,"Симоненко",6.32977461447212,6670
"1473","Хобта Лариса Юріївна","самовисування",3.67,2609,129,"Миколаївська область",2012,131,NA,0,0
"1474","Мірошниченко Олексій Володимирович","Українська Народна Партія",3.38,2405,129,"Миколаївська область",2012,131,"Костенко",0.225860023724792,238
"1475","Сторчеус Віктор Олександрович","ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНА МАЙБУТНЬОГО""",2.15,1531,129,"Миколаївська область",2012,131,NA,0,0
"1476","Влащенко Олександр Володимирович","Партія ""Руський блок""",1.99,1414,129,"Миколаївська область",2012,131,NA,0,0
"1477","Бриченко Ігор Віталійович","політична партія Всеукраїнське об’єднання ""Батьківщина""",42.23,31826,130,"Миколаївська область",2012,132,"Тимошенко",14.0275420709668,10828
"1478","Ольшевський Фелікс Вікторович","Партія регіонів",38,28637,130,"Миколаївська область",2012,132,"Янукович",52.55405422912,40567
"1479","Скорий Микола Вікторович","Комуністична партія України",15.28,11520,130,"Миколаївська область",2012,132,"Симоненко",5.94888005078312,4592
"1480","Орєхова Олена Володимирівна","Політична партія ""Справедлива Україна""",2.57,1944,130,"Миколаївська область",2012,132,NA,0,0
"1481","Чорноморець Сергій Григорович","Партія ""Союз""",1.89,1428,130,"Миколаївська область",2012,132,NA,0,0
"1482","Гержов Юрій Іванович","Партія регіонів",44.21,35117,131,"Миколаївська область",2012,133,"Янукович",48.9665814401406,43474
"1483","Телятник Юрій Васильович","Комуністична партія України",14,11124,131,"Миколаївська область",2012,133,"Симоненко",4.87368077221991,4327
"1484","Стулін Андрій Миколайович","самовисування",13.71,10891,131,"Миколаївська область",2012,133,NA,0,0
"1485","Чупрін Сергій Анатолійович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",9.51,7559,131,"Миколаївська область",2012,133,NA,0,0
"1486","Власюк Віктор Дмитрович","Партія Наталії Королевської ""Україна – Вперед!""",8.8,6992,131,"Миколаївська область",2012,133,NA,0,0
"1487","Шелех Петро Валентинович","самовисування",5.51,4383,131,"Миколаївська область",2012,133,NA,0,0
"1488","Іванченко Василь Миколайович","самовисування",3.07,2439,131,"Миколаївська область",2012,133,NA,0,0
"1489","Печерський Володимир Анатолійович","Політична партія ""Справедлива Україна""",1.16,924,131,"Миколаївська область",2012,133,NA,0,0
"1490","Травянко Віталій Іванович","Партія регіонів",39.97,29910,132,"Миколаївська область",2012,134,"Янукович",49.2833608887514,41434
"1491","Корнацький Аркадій Олексійович","політична партія Всеукраїнське об’єднання ""Батьківщина""",39.66,29678,132,"Миколаївська область",2012,134,"Тимошенко",17.3075779382204,14551
"1492","Козловський Анатолій Михайлович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",7.48,5599,132,"Миколаївська область",2012,134,NA,0,0
"1493","Романюк Анатолій Сергійович","Комуністична партія України",6.15,4608,132,"Миколаївська область",2012,134,"Симоненко",4.86125153140723,4087
"1494","Толубко Володимир Борисович","самовисування",4.19,3141,132,"Миколаївська область",2012,134,NA,0,0
"1495","Пєшехонов Анатолій Анатолійович","самовисування",1.47,1107,132,"Миколаївська область",2012,134,NA,0,0
"1496","Терьохін Сергій Євгенович","самовисування",1.03,777,132,"Миколаївська область",2012,134,NA,0,0
"1497","Марков Ігор Олегович","самовисування",26.6,22349,133,"Одеська область",2012,135,NA,0,0
"1498","Гончаренко Олексій Олексійович","Партія регіонів",20.46,17189,133,"Одеська область",2012,135,"Янукович",44.629465799069,53978
"1499","Остапенко Олександр Анатолійович","політична партія Всеукраїнське об’єднання ""Батьківщина""",14.35,12057,133,"Одеська область",2012,135,"Тимошенко",8.53348987573069,10321
"1500","Сафін Ігор Вікторович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",10.77,9055,133,"Одеська область",2012,135,NA,0,0
"1501","Преснов Юрій Олександрович","самовисування",9.15,7694,133,"Одеська область",2012,135,NA,0,0
"1502","Чорний Вадим Львович","самовисування",8.63,7258,133,"Одеська область",2012,135,NA,0,0
"1503","Барда Ростислав Миколайович","Комуністична партія України",4.83,4065,133,"Одеська область",2012,135,"Симоненко",2.61519508545065,3163
"1504","Семенюк Юрій Євгенович","самовисування",0.62,529,133,"Одеська область",2012,135,NA,0,0
"1505","Петров Володимир Володимирович","самовисування",0.62,525,133,"Одеська область",2012,135,NA,0,0
"1506","Архіпова Русудан Датушаєвна","Політична партія ""Вітчизна""",0.43,364,133,"Одеська область",2012,135,NA,0,0
"1507","Моисеєва Зоя Миколаївна","самовисування",0.38,326,133,"Одеська область",2012,135,NA,0,0
"1508","Чернов Дмитро Юрійович","самовисування",0.36,309,133,"Одеська область",2012,135,NA,0,0
"1509","Олійник Віктор Іванович","самовисування",0.25,216,133,"Одеська область",2012,135,NA,0,0
"1510","Вацюк Світлана Миколаївна","самовисування",0.24,209,133,"Одеська область",2012,135,NA,0,0
"1511","Косова Валентина Юріївна","самовисування",0.24,208,133,"Одеська область",2012,135,NA,0,0
"1512","Стадник Микола Вячеславович","Політична партія ""Духовна Україна""",0.22,192,133,"Одеська область",2012,135,NA,0,0
"1513","Стасюк Тетяна Дмитрівна","самовисування",0.21,182,133,"Одеська область",2012,135,NA,0,0
"1514","Колесниченко Олег Володимирович","самовисування",0.21,179,133,"Одеська область",2012,135,NA,0,0
"1515","Дімов Олег Петрович","самовисування",0.19,161,133,"Одеська область",2012,135,NA,0,0
"1516","Мілєва Вікторія Володимирівна","самовисування",0.18,156,133,"Одеська область",2012,135,NA,0,0
"1517","Маланін Олександр Юрійович","самовисування",0.17,149,133,"Одеська область",2012,135,NA,0,0
"1518","Медведенко Анатолій Андрійович","самовисування",0.15,128,133,"Одеська область",2012,135,NA,0,0
"1519","Рибаков Олексій Володимирович","самовисування",0.14,124,133,"Одеська область",2012,135,NA,0,0
"1520","Пульча Ганна Дем’янівна","самовисування",0.13,110,133,"Одеська область",2012,135,NA,0,0
"1521","Пушкар Микола Петрович","самовисування",0.09,79,133,"Одеська область",2012,135,NA,0,0
"1522","Соломатін Сергій Олександрович","самовисування",0.08,75,133,"Одеська область",2012,135,NA,0,0
"1523","Сахневич Сергій Йосипович","самовисування",0.08,69,133,"Одеська область",2012,135,NA,0,0
"1524","Курлов Андрій Вікторович","самовисування",0.05,50,133,"Одеська область",2012,135,NA,0,0
"1525","Гриневецький Сергій Рафаїлович","Народна Партія",32.03,24587,134,"Одеська область",2012,136,"Литвин",1.21359223300971,1435
"1526","Чекіта Геннадій Леонідович","самовисування",30.86,23691,134,"Одеська область",2012,136,NA,0,0
"1527","Усов Костянтин Глібович","політична партія Всеукраїнське об’єднання ""Батьківщина""",18.21,13981,134,"Одеська область",2012,136,"Тимошенко",9.97344474138223,11793
"1528","Кисса Петро Васильович","Комуністична партія України",5.98,4597,134,"Одеська область",2012,136,"Симоненко",2.08044382801664,2460
"1529","Алайбов Віталій Васильович","самовисування",3.34,2568,134,"Одеська область",2012,136,NA,0,0
"1530","Наполова Людмила Олексіївна","самовисування",2.45,1884,134,"Одеська область",2012,136,NA,0,0
"1531","Матієнко Валерій Іванович","самовисування",2.17,1670,134,"Одеська область",2012,136,NA,0,0
"1532","Вєтров Олександр Олександрович","Партія Наталії Королевської ""Україна – Вперед!""",1.51,1160,134,"Одеська область",2012,136,NA,0,0
"1533","Козловська Лариса Олексіївна","самовисування",0.94,723,134,"Одеська область",2012,136,NA,0,0
"1534","Хайкін Євгеній Ігоревич","самовисування",0.65,505,134,"Одеська область",2012,136,NA,0,0
"1535","Кухар Оксана Вячеславівна","самовисування",0.63,489,134,"Одеська область",2012,136,NA,0,0
"1536","Гарагуля Петро Вікторович","самовисування",0.58,452,134,"Одеська область",2012,136,NA,0,0
"1537","Каптусарова Наталя Олександрівна","самовисування",0.57,442,134,"Одеська область",2012,136,NA,0,0
"1538","Ківалов Сергій Васильович","Партія регіонів",56.79,41989,135,"Одеська область",2012,137,"Янукович",41.1626854867897,45493
"1539","Усов Володимир Володимирович","політична партія Всеукраїнське об’єднання ""Батьківщина""",25.04,18515,135,"Одеська область",2012,137,"Тимошенко",10.2153456387984,11290
"1540","Цехович Віталій Анатолійович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",13.49,9978,135,"Одеська область",2012,137,NA,0,0
"1541","Торшин Валерій Іванович","самовисування",2.94,2178,135,"Одеська область",2012,137,NA,0,0
"1542","Ліознов Сергій Григорович","самовисування",1.72,1275,135,"Одеська область",2012,137,NA,0,0
"1543","Труханов Геннадій Леонідович","Партія регіонів",60.91,47921,136,"Одеська область",2012,138,"Янукович",44.9581326944517,56859
"1544","Сомов Олександр Олегович","політична партія Всеукраїнське об’єднання ""Батьківщина""",16.06,12640,136,"Одеська область",2012,138,"Тимошенко",9.15624925872334,11580
"1545","Братчук Сергій Борисович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",8.23,6481,136,"Одеська область",2012,138,NA,0,0
"1546","Вареничев Володимир Миколайович","Комуністична партія України",3.95,3109,136,"Одеська область",2012,138,"Симоненко",2.38948059238877,3022
"1547","Бовбалан Сергій Іванович","самовисування",2.84,2238,136,"Одеська область",2012,138,NA,0,0
"1548","Азаров Вячеслав Валентинович","Політична партія ""Союз анархістів України""",1.62,1277,136,"Одеська область",2012,138,NA,0,0
"1549","Костенко Ольга Василівна","самовисування",1.07,847,136,"Одеська область",2012,138,NA,0,0
"1550","Локайчук Валерій Федорович","самовисування",0.8,631,136,"Одеська область",2012,138,NA,0,0
"1551","Акімова Ірина Валентинівна","самовисування",0.73,576,136,"Одеська область",2012,138,NA,0,0
"1552","Єсенович Ірина Ігорівна","самовисування",0.47,376,136,"Одеська область",2012,138,NA,0,0
"1553","Лашманов Володимир Іванович","самовисування",0.42,336,136,"Одеська область",2012,138,NA,0,0
"1554","Боріна Ірина Миколаївна","самовисування",0.42,333,136,"Одеська область",2012,138,NA,0,0
"1555","Білецький Олег Валерійович","самовисування",0.41,324,136,"Одеська область",2012,138,NA,0,0
"1556","Аверкієва Наталя Віталіївна","самовисування",0.39,307,136,"Одеська область",2012,138,NA,0,0
"1557","Бакутін Олег Ігоревич","самовисування",0.33,267,136,"Одеська область",2012,138,NA,0,0
"1558","Атанасов Віталій Георгійович","самовисування",0.26,208,136,"Одеська область",2012,138,NA,0,0
"1559","Векю Олександр Семенович","самовисування",0.25,203,136,"Одеська область",2012,138,NA,0,0
"1560","Дубіненко Сергій Іванович","самовисування",0.18,143,136,"Одеська область",2012,138,NA,0,0
"1561","Биковський Юрій Петрович","самовисування",0.17,135,136,"Одеська область",2012,138,NA,0,0
"1562","Васильченко Олег Вячеславович","самовисування",0.15,124,136,"Одеська область",2012,138,NA,0,0
"1563","Бизу Вадим Степанович","самовисування",0.14,117,136,"Одеська область",2012,138,NA,0,0
"1564","Гливий Юрій Дмитрович","самовисування",0.1,82,136,"Одеська область",2012,138,NA,0,0
"1565","Клімов Леонід Михайлович","Партія регіонів",48.46,36807,137,"Одеська область",2012,139,"Янукович",53.1418065387598,42489
"1566","Сорока Віктор Петрович","політична партія Всеукраїнське об’єднання ""Свобода""",15.82,12014,137,"Одеська область",2012,139,"Тягнибок",0.313930510043275,251
"1567","Кіріца Юрій Іванович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",11.85,9005,137,"Одеська область",2012,139,NA,0,0
"1568","Сокерчак В’ячеслав Михайлович","Комуністична партія України",10.5,7980,137,"Одеська область",2012,139,"Симоненко",4.14988618455612,3318
"1569","Салтановський Микола Васильович","Соціалістична партія України",8.72,6629,137,"Одеська область",2012,139,"Мороз",0.891762763589064,713
"1570","Мадон Ігор Іванович","Політична партія Українська платформа ""СОБОР""",2.31,1755,137,"Одеська область",2012,139,NA,0,0
"1571","Мартинюк Сергій Яковлевич","Українська Народна Партія",2.3,1750,137,"Одеська область",2012,139,"Костенко",0.152587737949321,122
