"","deputat","partia","perc_for","votes_for","tvo","oblast","year","tvo_pres","pres_candidate","pres_perc_for","pres_votes_for"
"1572","Фурсін Іван Геннадійович","Партія регіонів",57.65,46959,138,"Одеська область",2012,140,"Янукович",50.896663145467,40954
"1573","Задорожнюк Василь Миколайович","політична партія Всеукраїнське об’єднання ""Батьківщина""",19.09,15551,138,"Одеська область",2012,140,"Тимошенко",15.2873920338035,12301
"1574","Кісловський Андрій В’ячеславович","Комуністична партія України",11.58,9440,138,"Одеська область",2012,140,"Симоненко",3.27968682035668,2639
"1575","Тімонін Олександр Олександрович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",7.39,6026,138,"Одеська область",2012,140,NA,0,0
"1576","Заботкін Микола Олександрович","самовисування",2.41,1966,138,"Одеська область",2012,140,NA,0,0
"1577","Ніколайчук Юрій Володимирович","самовисування",1.85,1508,138,"Одеська область",2012,140,NA,0,0
"1578","Пресман Олександр Семенович","Партія регіонів",53.58,45097,139,"Одеська область",2012,141,"Янукович",51.6908401805913,52781
"1579","Герасим’юк Ольга Володимирівна","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",26.14,22006,139,"Одеська область",2012,141,NA,0,0
"1580","Царьков Євген Ігорович","Комуністична партія України",17.22,14493,139,"Одеська область",2012,141,"Симоненко",2.58253435054696,2637
"1581","Тюхтій Микола Петрович","Народно-демократична партія",3.03,2557,139,"Одеська область",2012,141,"Супрун",0.0626781184812308,64
