deputat,tvo,winner,likelihood,proposed,fraction,age,gender,spread,proposed_full
Кудлаєнко Сергій Володимирович,11,NA,0.440376513180846,самовисування,партії блок петра порошенка,44,M,0.184662693314664,самовисування
Гижко Андрій Петрович,11,NA,0.255713819866182,ЄС,NA,41,M,0,політична партія європейська солідарність
Шулікін Олег Миколайович,11,NA,0.167021146001556,самовисування,NA,53,M,-0.0886926738646259,самовисування
Драбовський Анатолій Григорович,12,NA,0.436518362932402,СН,NA,61,M,0.125397259999226,політична партія слуга народу
Грушко Сергій Сергійович,12,NA,0.311121102933176,ОПЗЖ,NA,29,M,0,політична партія опозиційна платформа за життя
ВерланКульшенко Олена Олександрівна,12,NA,0.101477377225691,ЄС,NA,48,F,-0.209643725707485,політична партія європейська солідарність
Юрчишин Петро Васильович,13,NA,0.746114233865959,самовисування,партії блок петра порошенка,61,M,0.641834433656157,самовисування
Стахов Валерій Іванович,13,NA,0.104279800209802,самовисування,NA,50,M,0,самовисування
Максименко Юрій Володимирович,13,NA,0.0747508063962526,СН,NA,38,M,-0.0295289938135494,політична партія слуга народу
Мельничук Іван Іванович,14,NA,0.779624828758192,ЄС,партії блок петра порошенка,50,M,0.694294565246758,політична партія європейська солідарність
Борзова Ірина Наумівна,14,NA,0.0853302635114337,СН,NA,37,F,0,політична партія слуга народу
Середа Віталій Вікторович,14,NA,0.0604293417899957,самовисування,NA,37,M,-0.024900921721438,самовисування
Спориш Іван Дмитрович,15,NA,0.756098670701275,самовисування,партії блок петра порошенка,60,M,0.573253397308996,самовисування
Пращук Віталій Юрійович,15,NA,0.182845273392279,СН,NA,39,M,0,політична партія слуга народу
Копера Дмитро Васильович,15,NA,0.0288231731465528,ВОБ,NA,37,M,-0.154022100245726,політична партія всеукраїнське обєднання батьківщина
Македон Юрій Миколайович,16,NA,0.780718942327992,самовисування,партії блок петра порошенка,39,M,0.674542231102205,самовисування
Вдовцов Михайло Михайлович,16,NA,0.106176711225788,ЄС,NA,39,M,0,політична партія європейська солідарність
Томляк Таїса Сергіївна,16,NA,0.0555010785924801,СН,NA,27,F,-0.0506756326333076,політична партія слуга народу
Кучер Микола Іванович,17,NA,0.796630985910941,самовисування,партії блок петра порошенка,60,M,0.659873958944142,самовисування
Коваль Олександр Леонідович,17,NA,0.136757026966799,СН,NA,38,M,0,політична партія слуга народу
Пигуля Віктор Миколайович,17,NA,0.0276172023195052,ОПОБЛОК,NA,44,M,-0.109139824647294,політична партія опозиційний блок
Демчак Руслан Євгенійович,18,NA,0.855893010358858,самовисування,партії блок петра порошенка,45,M,0.78202840546546,самовисування
Довгань Павло Олегович,18,NA,0.073864604893398,СН,NA,23,M,0,політична партія слуга народу
Калетнік Григорій Миколайович,18,NA,0.0414297174784638,самовисування,NA,70,M,-0.0324348874149341,самовисування
Гузь Ігор Володимирович,19,NA,0.647473042992356,самовисування,політичної партії народний фронт,37,M,0.432335665718393,самовисування
Мисковець Назар Сергійович,19,NA,0.215137377273963,СН,NA,31,M,0,політична партія слуга народу
Григоренко Сергій Анатолійович,19,NA,0.0737015924162885,ЄС,NA,40,M,-0.141435784857674,політична партія європейська солідарність
Мартиняк Сергій Васильович,20,NA,0.62408579414704,самовисування,воля народу,48,M,0.463981800549263,самовисування
Мирка Іван Іванович,20,NA,0.160103993597777,ЄС,NA,39,M,0,політична партія європейська солідарність
Рубльов Вячеслав Володимирович,20,NA,0.129677008829006,СН,NA,40,M,-0.0304269847687711,політична партія слуга народу
Івахів Степан Петрович,21,NA,0.69977590967361,самовисування,воля народу,51,M,0.532516114260166,самовисування
Лев Андрій Миколайович,21,NA,0.167259795413444,СН,NA,36,M,0,політична партія слуга народу
Кошарук Сергій Дмитрович,21,NA,0.0726635966658738,ЄС,NA,46,M,-0.0945961987475706,політична партія європейська солідарність
Палиця Ігор Петрович,22,NA,0.386250481582426,самовисування,NA,47,M,0.0666385116990518,самовисування
Пісачук Сергій Васильович,22,NA,0.319611969883374,СН,NA,43,M,0,політична партія слуга народу
Моклиця Юрій Володимирович,22,NA,0.145133752805352,ЄС,NA,37,M,-0.174478217078022,політична партія європейська солідарність
Констанкевич Ірина Мирославівна,23,NA,0.665195225417245,самовисування,"член ПОЛІТИЧНОЇ ПАРТІЇ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",54,F,0.399175335140853,самовисування
Приймачук Максим Петрович,23,NA,0.266019890276391,СН,NA,32,M,0,політична партія слуга народу
Сковорода Юрій Ігорович,23,NA,0.0429849260227792,ЄС,NA,30,M,-0.223034964253612,політична партія європейська солідарність
Кисилевський Дмитро Давидович,24,NA,0.446162851446721,СН,NA,36,M,0.00167713939101788,політична партія слуга народу
Береза Юрій Миколайович,24,NA,0.444485712055703,самовисування,політичної партії народний фронт,49,M,0,самовисування
Чебанов Олександр Владиславович,24,NA,0.0726725917494681,самовисування,NA,46,M,-0.371813120306235,самовисування
Курячий Максим Павлович,25,NA,0.552452474409997,самовисування,left фракция БПП,40,M,0.151464584737991,самовисування
Бужанський Максим Аркадійович,25,NA,0.400987889672006,СН,NA,45,M,0,політична партія слуга народу
Назаренко Олександр Михайлович,25,NA,0.0178808490466857,самовисування,NA,53,M,-0.38310704062531997,самовисування
Нестеренко Кирилл Олександрович,26,NA,0.86901002497503,СН,NA,26,M,0.831174612104406,політична партія слуга народу
Кургузов Юліан Вікторович,26,NA,0.0378354128706234,самовисування,NA,56,M,0,самовисування
Одолад Костянтин Олександрович,26,NA,0.0317326988214087,самовисування,NA,49,M,-0.0061027140492147,самовисування
Ричкова Тетяна Борисівна,27,NA,0.687006698777689,ЄС,партії блок петра порошенка,41,F,0.537023114767269,політична партія європейська солідарність
Андрійченко Олексій Дмитрович,27,NA,0.14998358401042,самовисування,NA,48,M,0,самовисування
Окунинець Сергій Васильович,27,NA,0.102623164847274,самовисування,NA,39,M,-0.0473604191631464,самовисування
Мисягін Юрій Михайлович,28,NA,0.507555739946757,СН,NA,45,M,0.0530080266720899,політична партія слуга народу
Куліченко Іван Іванович,28,NA,0.454547713274667,самовисування,партії блок петра порошенка,64,M,0,самовисування
Козар Володимир Васильович,28,NA,0.0186376643421155,ВОБ,NA,39,M,-0.435910048932551,політична партія всеукраїнське обєднання батьківщина
Демченко Сергій Олексійович,29,NA,0.773273391893641,СН,NA,43,M,0.67364082833056,політична партія слуга народу
Місіратов Марлен Едемович,29,NA,0.0996325635630811,самовисування,NA,41,M,0,самовисування
Голосний Максим Ігоревич,29,NA,0.0683665504027304,самовисування,NA,38,M,-0.0312660131603507,самовисування
Дубінін Олександр Іванович,30,NA,0.484950465236721,самовисування,"член ПОЛІТИЧНОЇ ПАРТІЇ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП""",60,M,0.0367546401948581,самовисування
Лічман Ганна Василівна,30,NA,0.448195825041863,СН,NA,41,F,0,політична партія слуга народу
Маркосян Сергій Іванович,30,NA,0.0225692021734202,самовисування,NA,52,M,-0.425626622868443,самовисування
Павлов Костянтин Юрійович,31,NA,0.555782428427181,самовисування,політичної партії опозиційний блок у верховній раді україни восьмого скликання,46,M,0.182684908955384,самовисування
Захарченко Володимир Васильович,31,NA,0.373097519471797,СН,NA,48,M,0,політична партія слуга народу
Олійник Вадим Васильович,31,NA,0.0316240369709343,самовисування,NA,53,M,-0.341473482500862,самовисування
Гальченко Андрій Володимирович,32,NA,0.504653413357064,самовисування,політичної партії опозиційний блок у верховній раді україни восьмого скликання,48,M,0.101074938275646,самовисування
Криворучкіна Олена Володимирівна,32,NA,0.403578475081418,СН,NA,48,F,0,політична партія слуга народу
Бурман Людмила Володимирівна,32,NA,0.0580921937488232,самовисування,NA,49,F,-0.345486281332595,самовисування
Корявченков Юрій Валерійович,33,NA,0.86702709151816,СН,NA,45,M,0.823874816306151,політична партія слуга народу
Колесник Микола Юрійович,33,NA,0.0431522752120092,самовисування,NA,52,M,0,самовисування
Ляденко Олег Анатолійович,33,NA,0.0360125446388214,самовисування,NA,49,M,-0.00713973057318776,самовисування
Кришин Олег Юрійович,34,NA,0.521711929443037,самовисування,політичної партії народний фронт,52,M,0.134438764489661,самовисування
Чорний Дмитро Сергійович,34,NA,0.387273164953377,СН,NA,30,M,0,політична партія слуга народу
Кукса Юрій Анатолійович,34,NA,0.0386254428778747,самовисування,NA,42,M,-0.348647722075502,самовисування
Шипко Андрій Федорович,35,NA,0.554791545276128,самовисування,партія відродження,49,M,0.136713860697287,самовисування
Герман Денис Вадимович,35,NA,0.41807768457884,СН,NA,38,M,0,політична партія слуга народу
Сокол Юрій Олександрович,35,NA,0.0127370842710181,ЄС,NA,37,M,-0.405340600307822,політична партія європейська солідарність
Каптєлов Роман Володимирович,36,NA,0.491315920982159,СН,NA,39,M,0.0165711744197897,політична партія слуга народу
Мартовицький Артур Володимирович,36,NA,0.47474474656237,самовисування,політичної партії опозиційний блок у верховній раді україни восьмого скликання,55,M,0,самовисування
Іскендеров Іскендер Расул Огли,36,NA,0.0132289864895537,самовисування,NA,58,M,-0.461515760072816,самовисування
Шпенов Дмитро Юрійович,37,NA,0.550020025865014,самовисування,політичної партії опозиційний блок у верховній раді україни восьмого скликання,41,M,0.140469357859174,самовисування
Фартушний Ігор Іванович,37,NA,0.40955066800584,СН,NA,42,M,0,політична партія слуга народу
Гава Сергій Миколайович,37,NA,0.0161187778469552,самовисування,NA,50,M,-0.393431890158885,самовисування
Нестеренко Вадим Григорович,38,NA,0.399097052606127,самовисування,партії блок петра порошенка,49,M,0.112901793753538,самовисування
Бородін Владислав Валерійович,38,NA,0.286195258852589,СН,NA,48,M,0,політична партія слуга народу
Мельничук Сергій Петрович,38,NA,0.252276598248217,самовисування,left воля народу,47,M,-0.0339186606043725,самовисування
Северин Сергій Сергійович,39,NA,0.861066269712559,СН,NA,39,M,0.801335626821649,політична партія слуга народу
Хорішко Володимир Дмитрович,39,NA,0.0597306428909094,самовисування,NA,61,M,0,самовисування
Бордюг Костянтин Дмитрович,39,NA,0.0297184235508704,самовисування,NA,52,M,-0.030012219340039,самовисування
Трухін Олександр Миколайович,40,NA,0.514510538672773,СН,NA,33,M,0.115388753336145,політична партія слуга народу
Дідич Валентин Володимирович,40,NA,0.399121785336628,самовисування,left фракция БПП,62,M,0,самовисування
Кисіль Сергій Васильович,40,NA,0.0374554989111593,самовисування,NA,45,M,-0.361666286425469,самовисування
Петренко Анастасія Леонідівна,45,NA,0.609616521188536,ОПЗЖ,NA,33,F,0.497180931312401,політична партія опозиційна платформа за життя
Кюрджиєв Георгій Тимофійович,45,NA,0.112435589876135,СН,NA,37,M,0,політична партія слуга народу
Бордунов Едуард Вікторович,45,NA,0.104115121093465,самовисування,NA,49,M,-0.00832046878266988,самовисування
Матейченко Костянтин Володимирович,46,NA,0.866422500234367,самовисування,політичної партії народний фронт,49,M,0.78072318839556,самовисування
Христенко Федір Володимирович,46,NA,0.0856993118388069,ОПЗЖ,NA,36,M,0,політична партія опозиційна платформа за життя
Вощанов Родіон Ігорович,46,NA,0.0229705794587353,СН,NA,26,M,-0.0627287323800716,політична партія слуга народу
Недава Олег Анатолійович,47,NA,0.608264740827908,самовисування,left фракция БПП,50,M,0.246689840765731,самовисування
Солод Юрій Васильович,47,NA,0.361574900062177,ОПЗЖ,політичної партії опозиційний блок у верховній раді україни восьмого скликання,47,M,0,політична партія опозиційна платформа за життя
Патлачук Василь Никифорович,47,NA,0.0153145170049578,СН,NA,58,M,-0.346260383057219,політична партія слуга народу
Єфімов Максим Вікторович,48,NA,0.874421979848447,самовисування,партії блок петра порошенка,45,M,0.827035789887252,самовисування
Шевченко Олександр Павлович,48,NA,0.0473861899611949,ОПЗЖ,NA,60,M,0,політична партія опозиційна платформа за життя
Зубов Валентин Сергійович,48,NA,0.0369831019417309,самовисування,NA,73,M,-0.0104030880194641,самовисування
Гнатенко Валерій Сергійович,49,NA,0.480957375072923,ОПЗЖ,NA,52,M,0.314382957601921,політична партія опозиційна платформа за життя
Сівохо Сергій Анатолійович,49,NA,0.166574417471002,СН,NA,50,M,0,політична партія слуга народу
Маланчук Ярослав Богданович,49,NA,0.159020521412557,Свобода,NA,52,M,-0.00755389605844523,політична партія всеукраїнське обєднання свобода
Романцова Тетяна Володимирівна,50,NA,0.443946439844176,СН,NA,37,F,0.12199045755235,політична партія слуга народу
Сахарова Катерина Михайлівна,50,NA,0.321955982291826,ОПЗЖ,NA,65,F,0,політична партія опозиційна платформа за життя
Аксьонов Андрій Анатолійович,50,NA,0.0915699603846406,самовисування,NA,48,M,-0.230386021907185,самовисування
Савченко Надія Вікторівна,51,NA,0.492449270019145,Other,NA,38,F,0.0939620793990493,політична партія громадськополітична платформа надії савченко
Веселова Наталія Василівна,51,NA,0.398487190620096,Other,NA,44,F,0,політична партія сила людей
Житінський Ігор Юрійович,51,NA,0.0445392327460558,самовисування,NA,42,M,-0.35394795787404,самовисування
Погодін Олег Васильович,52,NA,0.358440917861157,ОПЗЖ,NA,46,M,0.051846597909991,політична партія опозиційна платформа за життя
Рибак Ігор Анатолійович,52,NA,0.306594319951166,самовисування,NA,48,M,0,самовисування
Коновалюк Валерій Ілліч,52,NA,0.158760579062666,ОПОБЛОК,NA,53,M,-0.1478337408885,політична партія опозиційний блок
Новинський Вадим Владиславович,57,NA,0.420798835371921,ОПОБЛОК,політичної партії опозиційний блок у верховній раді україни восьмого скликання,56,M,0.0240407937527699,політична партія опозиційний блок
Салгалов Вячеслав Сергійович,57,NA,0.396758041619152,СН,NA,39,M,0,політична партія слуга народу
Філімонов Владислав Євгенович,57,NA,0.0991787358741858,ОПЗЖ,NA,26,M,-0.297579305744966,політична партія опозиційна платформа за життя
Романюк Віктор Валерійович,58,NA,0.496659444298268,СН,NA,32,M,0.226097153946846,політична партія слуга народу
Онацький Валерій Анатолійович,58,NA,0.270562290351422,самовисування,NA,45,M,0,самовисування
Рибачук Валентин Леонідович,58,NA,0.09316657937501,ОПЗЖ,NA,53,M,-0.177395710976412,політична партія опозиційна платформа за життя
Сажко Сергій Миколайович,59,NA,0.795803803709176,самовисування,політичної партії опозиційний блок у верховній раді україни восьмого скликання,50,M,0.658736459681089,самовисування
Мороз Володимир Вікторович,59,NA,0.137067344028087,ОПЗЖ,NA,52,M,0,політична партія опозиційна платформа за життя
Кирилов Сергій Дмитрович,59,NA,0.0368345904901895,самовисування,NA,58,M,-0.100232753537897,самовисування
Лубінець Дмитро Валерійович,60,NA,0.814116624060884,самовисування,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",38,M,0.725144261640908,самовисування
Марчевський Артем Павлович,60,NA,0.0889723624199759,ОПЗЖ,NA,31,M,0,політична партія опозиційна платформа за життя
Щербань Руслан Євгенійович,60,NA,0.0369229725205369,самовисування,NA,42,M,-0.052049389899439,самовисування
Герасименко Ігор Леонідович,62,NA,0.465461642674977,СН,NA,35,M,0.0072864045145013,політична партія слуга народу
Розенблат Борислав Соломонович,62,NA,0.458175238160476,самовисування,left фракция БПП,50,M,0,самовисування
Гундич Ігор Петрович,62,NA,0.0329047049377641,самовисування,NA,44,M,-0.425270533222711,самовисування
Ревега Олександр Васильович,63,NA,0.633373128919505,самовисування,партії блок петра порошенка,53,M,0.330748033271126,самовисування
Кицак Богдан Вікторович,63,NA,0.302625095648378,СН,NA,27,M,0,політична партія слуга народу
Онуфрієнко Наталія Анатоліївна,63,NA,0.0167754075987553,ОПЗЖ,NA,37,F,-0.285849688049623,політична партія опозиційна платформа за життя
Пашинський Сергій Володимирович,64,NA,0.417476793010271,самовисування,політичної партії народний фронт,53,M,0.0409899377848361,самовисування
Арешонков Володимир Юрійович,64,NA,0.376486855225435,самовисування,партії блок петра порошенка,62,M,0,самовисування
Сігачов Вячеслав Валерійович,64,NA,0.163574079780381,СН,NA,47,M,-0.212912775445054,політична партія слуга народу
Литвин Володимир Михайлович,65,NA,0.465072781057541,самовисування,"Член депутатської групи ""Воля народу""",63,M,0.060895129115232,самовисування
Костюк Дмитро Сергійович,65,NA,0.404177651942309,СН,NA,26,M,0,політична партія слуга народу
Романюк Сергій Вікторович,65,NA,0.0692138271810148,Other,NA,32,M,-0.334963824761294,політична партія радикальна партія олега ляшка
Дзюблик Павло Володимирович,66,NA,0.625703553467084,самовисування,політичної партії народний фронт,40,M,0.390699497187449,самовисування
Грищенко Тетяна Миколаївна,66,NA,0.235004056279635,СН,NA,40,F,0,політична партія слуга народу
Ющенко Валентин Іванович,66,NA,0.0472412300852278,самовисування,NA,45,M,-0.187762826194407,самовисування
Развадовський Віктор Йосипович,67,NA,0.505313462500868,самовисування,партія відродження,60,M,0.0820228937911927,самовисування
Кузьміних Сергій Володимирович,67,NA,0.423290568709675,СН,NA,36,M,0,політична партія слуга народу
Ходак Ігор Євгенович,67,NA,0.0390899501481698,ВОБ,NA,49,M,-0.384200618561505,політична партія всеукраїнське обєднання батьківщина
Горват Роберт Іванович,68,NA,0.339047988432324,самовисування,партії блок петра порошенка,50,M,0.0269506830739799,самовисування
Пекарь Олександр Вікторович,68,NA,0.312097305358345,СН,NA,27,M,0,політична партія слуга народу
Чижмарь Юрій Васильович,68,NA,0.296498288526539,самовисування,радикальної партії олега ляшка,45,M,-0.0155990168318055,самовисування
Токар Едгар Володимирович,69,NA,0.487640520459544,СН,NA,32,M,0.0680650575800342,політична партія слуга народу
Балога Віктор Іванович,69,NA,0.41957546287951,Other,NA,56,M,0,політична партія єдиний центр
Данканич Андрій Андрійович,69,NA,0.0434318423290063,ВОБ,NA,50,M,-0.376143620550504,політична партія всеукраїнське обєднання батьківщина
Лаба Михайло Михайлович,70,NA,0.401474576416508,СН,NA,44,M,0.00527201136537742,політична партія слуга народу
Балога Іван Іванович,70,NA,0.396202565051131,Other,NA,53,M,0,політична партія єдиний центр
Дрогобецький Іван Іванович,70,NA,0.0892263105736607,ОПЗЖ,NA,49,M,-0.30697625447747,політична партія опозиційна платформа за життя
Грабар Сергій Володимирович,71,NA,0.462589788306618,СН,NA,34,M,0.0215077498112103,політична партія слуга народу
Лунченко Валерій Валерійович,71,NA,0.441082038495408,самовисування,політичної партії народний фронт,37,M,0,самовисування
Пацкан Олександр Михайлович,71,NA,0.0558989701200455,самовисування,NA,39,M,-0.385183068375362,самовисування
Петьовка Василь Васильович,72,NA,0.491394457629514,самовисування,воля народу,52,M,0.0449853998924987,самовисування
Носа Вадим Іванович,72,NA,0.446409057737015,СН,NA,32,M,0,політична партія слуга народу
Данилюк Олександр Мирославович,72,NA,0.0240577316492017,Голос,NA,31,M,-0.422351326087813,політична партія голос
Брензович Василь Іванович,73,NA,0.370133840399826,самовисування,партії блок петра порошенка,55,M,0.0771132953803857,самовисування
Балога Павло Іванович,73,NA,0.29302054501944,Other,NA,42,M,0,політична партія єдиний центр
Маргітич Іван Володимирович,73,NA,0.278099682994749,СН,NA,32,M,-0.0149208620246906,політична партія слуга народу
Сабашук Петро Павлович,74,NA,0.612219411527558,самовисування,партії блок петра порошенка,62,M,0.279547609698583,самовисування
Касай Геннадій Олександрович,74,NA,0.332671801828975,СН,NA,47,M,0,політична партія слуга народу
Волков Ігор Юрійович,74,NA,0.03223568886797,Other,NA,38,M,-0.300436112961005,політична партія сила і честь
Соха Роман Васильович,75,NA,0.925311625703547,СН,NA,44,M,0.902498689324072,політична партія слуга народу
Савченко Олександра Юріївна,75,NA,0.022812936379475,Голос,NA,29,F,0,політична партія голос
Каліцев Олексій Васильович,75,NA,0.0201396607502469,самовисування,NA,40,M,-0.00267327562922811,самовисування
Шевченко Євгеній Володимирович,76,NA,0.903179686249733,СН,NA,47,M,0.875229972613367,політична партія слуга народу
Полюсов Василь Вячеславович,76,NA,0.0279497136363659,самовисування,NA,48,M,0,самовисування
Прозапас Валерій Миколайович,76,NA,0.0264850632021696,ЄС,NA,42,M,-0.00146465043419637,політична партія європейська солідарність
Богуслаєв Вячеслав Олександрович,77,NA,0.528672814047586,самовисування,воля народу,81,M,0.0759856661271451,самовисування
Штепа Сергій Сергійович,77,NA,0.452687147920441,СН,NA,29,M,0,політична партія слуга народу
Хімічев Андрій Вікторович,77,NA,0.00844573997899481,ЄС,NA,47,M,-0.444241407941446,політична партія європейська солідарність
Боговін Віталій Вікторович,78,NA,0.571697184772454,СН,NA,50,M,0.231671967037857,політична партія слуга народу
Пономарьов Олександр Сергійович,78,NA,0.340025217734597,ОПЗЖ,воля народу,57,M,0,політична партія опозиційна платформа за життя
Годлевський Віктор Сергійович,78,NA,0.0368708707875475,Other,NA,51,M,-0.30315434694705,аграрна партія україни
Яцик Юлія Григорівна,79,NA,0.469905608098342,СН,NA,40,F,0.00583497713568609,політична партія слуга народу
Бандуров Володимир Володимирович,79,NA,0.464070630962656,ОПЗЖ,воля народу,46,M,0,політична партія опозиційна платформа за життя
Могилевцев Олександр Юрійович,79,NA,0.0311618635214905,Other,NA,39,M,-0.432908767441165,аграрна партія україни
Балицький Євген Віталійович,80,NA,0.526803708276811,самовисування,політичної партії опозиційний блок у верховній раді україни восьмого скликання,50,M,0.0988725173007128,самовисування
Гладкий Дмитро Вікторович,80,NA,0.427931190976098,СН,NA,32,M,0,політична партія слуга народу
Маслов Михайло Борисович,80,NA,0.0226349615902371,ОПЗЖ,NA,48,M,-0.405296229385861,політична партія опозиційна платформа за життя
Валентиров Сергій Васильович,81,NA,0.533168880752162,ОПЗЖ,партії блок петра порошенка,41,M,0.11904479187261,політична партія опозиційна платформа за життя
Мельник Павло Вікторович,81,NA,0.414124088879552,СН,NA,35,M,0,політична партія слуга народу
Рєпкін Олександр Олександрович,81,NA,0.023553470993014,ОПОБЛОК,NA,39,M,-0.390570617886538,політична партія опозиційний блок
Кривохатько Вадим Вікторович,82,NA,0.538871387751018,самовисування,"Член депутатської фракції Політичної партії ""Опозиційний блок""",57,M,0.145048512335766,самовисування
Нікітіна Марина Вікторівна,82,NA,0.393822875415251,СН,NA,33,F,0,політична партія слуга народу
Васюк Анатолій Григорович,82,NA,0.0457576703457667,самовисування,NA,41,M,-0.348065205069484,самовисування
Шевченко Олександр Леонідович,83,NA,0.735441936797421,самовисування,"Член депутатської фракції Політичної партії ""Опозиційний блок""",48,M,0.618518879867436,самовисування
Сторожук Андрій Леонідович,83,NA,0.116923056929985,СН,NA,27,M,0,політична партія слуга народу
Петечел Олексій Юрійович,83,NA,0.0947214985623624,ЄС,NA,37,M,-0.0222015583676227,політична партія європейська солідарність
Довбенко Михайло Володимирович,84,NA,0.481878776610056,ЄС,партії блок петра порошенка,65,M,0.258390721863857,політична партія європейська солідарність
Фріс Ігор Павлович,84,NA,0.223488054746199,СН,NA,46,M,0,політична партія слуга народу
Іваськів Андрій Степанович,84,NA,0.14435414213583,ВОБ,NA,48,M,-0.0791339126103688,політична партія всеукраїнське обєднання батьківщина
Шевченко Віктор Леонідович,85,NA,0.506051965507041,самовисування,"Член депутатської фракції Політичної партії ""Опозиційний блок""",39,M,0.23865992214074,самовисування
Насалик Ігор Степанович,85,NA,0.267392043366301,самовисування,"Член депутатської фракції Політичної партії ""Опозиційний блок""",57,M,0,самовисування
Прощук Едуард Петрович,85,NA,0.157335331087088,СН,NA,37,M,-0.110056712279213,політична партія слуга народу
Дирів Анатолій Борисович,86,NA,0.699578814082142,самовисування,політичної партії народний фронт,49,M,0.604404690110655,самовисування
Матусевич Олександр Борисович,86,NA,0.0951741239714871,СН,NA,45,M,0,політична партія слуга народу
Дзеса Остап Васильович,86,NA,0.0875095200456959,ЄС,NA,66,M,-0.00766460392579121,політична партія європейська солідарність
Андрійович Зіновій Мирославович,87,NA,0.502260483897362,СН,NA,47,M,0.300696631369945,політична партія слуга народу
Писклинець Ігор Дмитрович,87,NA,0.201563852527417,ВОБ,NA,42,M,0,політична партія всеукраїнське обєднання батьківщина
Голіней Юрій Дмитрович,87,NA,0.146494132218333,ЄС,NA,42,M,-0.0550697203090842,політична партія європейська солідарність
Іванчук Андрій Володимирович,88,NA,0.486559431728896,самовисування,політичної партії народний фронт,46,M,0.224407381512651,самовисування
Тимошенко Юрій Володимирович,88,NA,0.262152050216245,самовисування,"Член депутатської фракції Політичної партії ""Опозиційний блок""",58,M,0,самовисування
Вережак Іван Михайлович,88,NA,0.122467730583318,Голос,NA,33,M,-0.139684319632927,політична партія голос
Соловей Юрій Ігорович,89,NA,0.478649065834107,Other,партії блок петра порошенка,41,M,0.188559275129008,політична партія удар український демократичний альянс за реформи віталія кличка
Книшук Петро Васильович,89,NA,0.290089790705099,ВОБ,NA,59,M,0,політична партія всеукраїнське обєднання батьківщина
Тимофійчук Володимир Ярославович,89,NA,0.0990298069572776,СН,NA,33,M,-0.191059983747822,політична партія слуга народу
Мепарішвілі Хвича Нодарович,90,NA,0.647710422988591,ЄС,політичної партії народний фронт,47,M,0.355645168885232,політична партія європейська солідарність
Нестерчук Юрій Вікторович,90,NA,0.292065254103359,СН,NA,55,M,0,політична партія слуга народу
Браславський Руслан Георгійович,90,NA,0.0236758997226911,ВОБ,NA,46,M,-0.268389354380668,політична партія всеукраїнське обєднання батьківщина
Сольвар Руслан Миколайович,91,NA,0.621929407543042,самовисування,партії блок петра порошенка,48,M,0.307511346994606,самовисування
Дунда Олег Андрійович,91,NA,0.314418060548437,СН,NA,39,M,0,політична партія слуга народу
Кріпак Андрій Петрович,91,NA,0.0246313699100467,самовисування,NA,37,M,-0.28978669063839,самовисування
Гудзенко Віталій Іванович,92,NA,0.793913962887471,самовисування,партії блок петра порошенка,48,M,0.659152466243117,самовисування
Колюх Валерій Вікторович,92,NA,0.134761496644354,СН,NA,46,M,0,політична партія слуга народу
Ференець Олександр Борисович,92,NA,0.0436461432165298,самовисування,NA,41,M,-0.0911153534278238,самовисування
Мамчур Юлій Валерійович,93,NA,0.380849501382331,самовисування,партії блок петра порошенка,48,M,0.0288547629321969,самовисування
Кривошея Геннадій Григорович,93,NA,0.351994738450135,самовисування,політичної партії народний фронт,42,M,0,самовисування
Скороход Анна Костянтинівна,93,NA,0.196634818144744,СН,NA,29,F,-0.15535992030539,політична партія слуга народу
Кононенко Ігор Віталійович,94,NA,0.294938119970984,самовисування,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",54,M,0.0282272343015535,самовисування
Романюк Віктор Миколайович,94,NA,0.266710885669431,самовисування,політичної партії народний фронт,44,M,0,самовисування
Мосійчук Ігор Володимирович,94,NA,0.247740617230781,самовисування,радикальної партії олега ляшка,47,M,-0.0189702684386498,самовисування
Гаврилюк Михайло Віталійович,95,NA,0.399801296841214,самовисування,політичної партії народний фронт,40,M,0.0827761837344611,самовисування
Немировський Андрій Валентинович,95,NA,0.317025113106753,самовисування,партії блок петра порошенка,36,M,0,самовисування
Горобець Олександр Сергійович,95,NA,0.257934208638249,СН,NA,41,M,-0.0590909044685037,політична партія слуга народу
Москаленко Ярослав Миколайович,96,NA,0.487693957215577,самовисування,воля народу,44,M,0.0233866632588323,самовисування
ВасилевськаСмаглюк Ольга Михайлівна,96,NA,0.464307293956745,СН,NA,34,F,0,політична партія слуга народу
Войналович Людмила Миколаївна,96,NA,0.0172699889791773,ЄС,NA,41,F,-0.447037304977568,політична партія європейська солідарність
Різаненко Павло Олександрович,97,NA,0.608583042498109,Голос,партії блок петра порошенка,44,M,0.259339511072568,політична партія голос
Галушко Микола Леонідович,97,NA,0.349243531425541,СН,NA,40,M,0,політична партія слуга народу
Іваненко Олег Валерійович,97,NA,0.0227954339253647,ЄС,NA,41,M,-0.326448097500177,політична партія європейська солідарність
Міщенко Сергій Григорович,98,NA,0.708587673224168,самовисування,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",48,M,0.44987216314636,самовисування
Бунін Сергій Валерійович,98,NA,0.258715510077809,СН,NA,48,M,0,політична партія слуга народу
